%%MatrixMarket matrix coordinate integer general
108 114 0
64 1 1
65 1 1
37 1 1
2 1 1
38 1 1
39 1 1
4 1 1
40 1 1
67 1 1
96 1 1
5 1 1
41 1 1
6 1 1
43 1 1
68 1 1
69 1 1
71 1 1
7 1 1
8 1 1
10 1 1
12 1 1
46 1 1
13 1 1
73 1 1
101 1 1
15 1 1
49 1 1
103 1 1
75 1 1
50 1 1
76 1 1
77 1 1
104 1 1
51 1 1
79 1 1
52 1 1
81 1 1
53 1 1
17 1 1
18 1 1
54 1 1
83 1 1
55 1 1
106 1 1
20 1 1
21 1 1
84 1 1
22 1 1
23 1 1
57 1 1
24 1 1
85 1 1
25 1 1
26 1 1
107 1 1
28 1 1
29 1 1
30 1 1
87 1 1
88 1 1
31 1 1
89 1 1
90 1 1
60 1 1
91 1 1
34 1 1
93 1 1
36 1 1
94 1 1
64 2 1
65 2 1
37 2 1
2 2 1
3 2 1
38 2 1
4 2 1
39 2 1
40 2 1
67 2 1
96 2 1
5 2 1
41 2 1
6 2 1
43 2 1
68 2 1
69 2 1
97 2 1
71 2 1
7 2 1
8 2 1
10 2 1
72 2 1
12 2 1
46 2 1
13 2 1
73 2 1
101 2 1
15 2 1
49 2 1
103 2 1
75 2 1
50 2 1
76 2 1
77 2 1
104 2 1
51 2 1
79 2 1
52 2 1
81 2 1
53 2 1
17 2 1
18 2 1
54 2 1
55 2 1
106 2 1
20 2 1
21 2 1
84 2 1
22 2 1
23 2 1
57 2 1
24 2 1
85 2 1
25 2 1
26 2 1
86 2 1
107 2 1
58 2 1
28 2 1
29 2 1
30 2 1
87 2 1
88 2 1
31 2 1
89 2 1
90 2 1
60 2 1
91 2 1
34 2 1
93 2 1
36 2 1
94 2 1
65 3 1
37 3 1
3 3 1
67 3 1
42 3 1
68 3 1
71 3 1
12 3 1
46 3 1
13 3 1
14 3 1
74 3 1
15 3 1
47 3 1
49 3 1
103 3 1
50 3 1
77 3 1
104 3 1
105 3 1
52 3 1
16 3 1
53 3 1
82 3 1
17 3 1
83 3 1
19 3 1
54 3 1
55 3 1
56 3 1
26 3 1
27 3 1
29 3 1
30 3 1
88 3 1
89 3 1
60 3 1
61 3 1
32 3 1
62 3 1
34 3 1
65 4 1
39 4 1
95 4 1
40 4 1
67 4 1
96 4 1
42 4 1
6 4 1
68 4 1
69 4 1
70 4 1
98 4 1
71 4 1
7 4 1
8 4 1
100 4 1
13 4 1
15 4 1
102 4 1
75 4 1
50 4 1
76 4 1
51 4 1
52 4 1
82 4 1
18 4 1
55 4 1
106 4 1
84 4 1
21 4 1
57 4 1
24 4 1
85 4 1
25 4 1
107 4 1
28 4 1
30 4 1
31 4 1
89 4 1
90 4 1
60 4 1
61 4 1
93 4 1
36 4 1
1 5 1
65 5 1
2 5 1
39 5 1
67 5 1
41 5 1
42 5 1
69 5 1
70 5 1
45 5 1
99 5 1
11 5 1
46 5 1
74 5 1
49 5 1
103 5 1
77 5 1
79 5 1
81 5 1
53 5 1
18 5 1
54 5 1
83 5 1
84 5 1
56 5 1
85 5 1
26 5 1
107 5 1
30 5 1
88 5 1
89 5 1
59 5 1
60 5 1
33 5 1
93 5 1
2 6 1
38 6 1
39 6 1
4 6 1
5 6 1
68 6 1
6 6 1
44 6 1
7 6 1
9 6 1
12 6 1
14 6 1
47 6 1
78 6 1
51 6 1
80 6 1
81 6 1
16 6 1
23 6 1
27 6 1
88 6 1
33 6 1
92 6 1
63 6 1
2 7 1
38 7 1
39 7 1
4 7 1
5 7 1
42 7 1
6 7 1
68 7 1
69 7 1
44 7 1
70 7 1
71 7 1
7 7 1
98 7 1
9 7 1
12 7 1
14 7 1
47 7 1
102 7 1
78 7 1
51 7 1
80 7 1
81 7 1
16 7 1
18 7 1
22 7 1
23 7 1
27 7 1
108 7 1
88 7 1
33 7 1
92 7 1
63 7 1
65 8 1
39 8 1
40 8 1
67 8 1
96 8 1
6 8 1
13 8 1
15 8 1
78 8 1
52 8 1
82 8 1
55 8 1
84 8 1
23 8 1
85 8 1
25 8 1
28 8 1
30 8 1
88 8 1
89 8 1
90 8 1
60 8 1
61 8 1
36 8 1
55 9 1
57 9 1
41 9 1
42 9 1
6 9 1
43 9 1
79 9 1
44 9 1
27 9 1
91 9 1
32 9 1
72 9 1
62 9 1
92 9 1
87 9 1
17 9 1
14 9 1
19 9 1
2 10 1
4 10 1
67 10 1
41 10 1
42 10 1
68 10 1
44 10 1
71 10 1
7 10 1
101 10 1
46 10 1
74 10 1
50 10 1
76 10 1
52 10 1
81 10 1
16 10 1
17 10 1
54 10 1
55 10 1
57 10 1
58 10 1
88 10 1
60 10 1
61 10 1
15 11 1
89 11 1
37 11 1
56 11 1
77 11 1
26 11 1
27 11 1
34 11 1
30 11 1
46 11 1
13 11 1
74 11 1
15 12 1
37 12 1
3 12 1
56 12 1
103 12 1
68 12 1
27 12 1
34 12 1
30 12 1
14 12 1
54 12 1
1 13 1
65 13 1
40 13 1
70 13 1
98 13 1
71 13 1
10 13 1
11 13 1
46 13 1
13 13 1
74 13 1
15 13 1
102 13 1
49 13 1
79 13 1
81 13 1
82 13 1
54 13 1
55 13 1
106 13 1
20 13 1
86 13 1
108 13 1
87 13 1
91 13 1
62 13 1
93 13 1
36 13 1
94 13 1
1 14 1
37 14 1
2 14 1
38 14 1
41 14 1
42 14 1
6 14 1
98 14 1
45 14 1
71 14 1
8 14 1
9 14 1
72 14 1
99 14 1
11 14 1
46 14 1
14 14 1
74 14 1
102 14 1
103 14 1
79 14 1
80 14 1
16 14 1
53 14 1
18 14 1
54 14 1
83 14 1
55 14 1
84 14 1
21 14 1
56 14 1
22 14 1
23 14 1
57 14 1
85 14 1
26 14 1
27 14 1
86 14 1
58 14 1
28 14 1
108 14 1
30 14 1
87 14 1
59 14 1
92 14 1
91 14 1
33 14 1
62 14 1
34 14 1
93 14 1
63 14 1
66 15 1
2 15 1
4 15 1
96 15 1
41 15 1
42 15 1
6 15 1
43 15 1
44 15 1
45 15 1
7 15 1
8 15 1
9 15 1
72 15 1
46 15 1
14 15 1
47 15 1
75 15 1
78 15 1
51 15 1
79 15 1
80 15 1
81 15 1
17 15 1
18 15 1
20 15 1
23 15 1
57 15 1
24 15 1
25 15 1
26 15 1
27 15 1
28 15 1
87 15 1
88 15 1
59 15 1
91 15 1
33 15 1
62 15 1
92 15 1
63 15 1
47 16 1
60 16 1
51 16 1
70 16 1
44 16 1
80 16 1
27 16 1
9 16 1
33 16 1
92 16 1
14 16 1
55 17 1
20 17 1
84 17 1
50 17 1
24 17 1
78 17 1
85 17 1
107 17 1
