"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"dar";0,00706324115089587;-1,82674609440422;1,31582981527698;0,277906434624239;0,00311373874678916;-0,805297451010964;0,580066600088924;0,122511466759388;1,19477257758941e-05;0,680591093118579;0,308769584079287;0,0106273750763585;1,27124682899598e-07;0,00850311767859279;0,00441185530151377;0,000196797247352777;0,00254813137032843;1,22923869910311;0,00385029728605729
"considerar";-0,484667397858688;-1,00772867776683;0,947711302463588;0,695324808276482;-0,298742149937641;-0,621149747393684;0,584155883537936;0,428588407322704;0,114789915746325;0,42262585941897;0,326833174631809;0,135751050202895;0,000532055462167864;0,00230015195468556;0,00203433004035613;0,00109507721178873;0,00226500566251416;0,860531459105893;0,00167726929130446
"afetivo";1,31309055955614;1,06544965578744;0,495601543780097;0,514297882533478;0,715337696007085;0,580429351529385;0,269990872971509;0,280176153636487;0,569825848759252;0,319500368281341;0,0604471707311945;0,0502266122282107;0,00536984003214891;0,00353539429761983;0,000764957472301633;0,000823761447271407;0,00311438278595697;1,04640165847792;0,00341011345965988
"abandono";1,40754471482525;0,899728387374809;0,425101571076566;-1,43472882789688;0,627602436425398;0,401174983707448;0,18954622110818;-0,639723412346181;0,496797997386176;0,1728745211631;0,033744169577382;0,296583311873341;0,00617015950355534;0,00252112765615198;0,000562804304374125;0,00641079130962119;0,00311438278595696;1,20128788016672;0,00449434266177521
"unânime";0,132329472346645;-2,07611368216084;2,35970524777756;1,17655530898726;0,039400089774951;-0,618146993330884;0,702584216170011;0,350310357755071;0,00202907927445069;0,425344501172023;0,480462237199043;0,0921641823544826;4,95783953894156e-05;0,01220342021873;0,0157650307372281;0,00391925932929246;0,0028312570781427;1,76718447156467;0,00884184868782362
"tentativa";1,05684684193313;0,222572786289063;0,572581717305271;0,344359394403458;0,832163613715309;0,175254319551357;0,450852150107688;0,271149372542411;0,759097162505036;0,0286727992071386;0,165922813280485;0,0463072250073381;0,00316230251218582;0,000140256639854125;0,000928227131914647;0,000335740069405199;0,0028312570781427;0,729689645121987;0,00150749427575949
"relação";-0,0621606582199064;0,48488206077177;0,598882413181998;0,802129611864259;-0,0557983756861346;0,435253296300297;0,53758545741793;0,720029850286271;0,00459520895113632;0,238121712277451;0,317625282043184;0,439657796728228;4,37593140467952e-06;0,000266263434720588;0,000406183629466243;0,000728665814529454;0,00113250283125708;0,551617182654505;0,000344599678595349
"razão";-0,0608971570032275;-0,188897369179799;1,22053955051782;-0,265692248232349;-0,0481479462042719;-0,149350492157055;0,965011759340486;-0,210067870230875;0,00313217524645648;0,0256659027356025;0,936943968950794;0,0342579530671478;8,39969135011491e-06;8,08204214791605e-05;0,00337421697480917;0,00015989211952607;0,00226500566251416;0,654559009273565;0,000970436005937012
"prova";0,150549737208004;-1,0644545270816;-2,13806373496337;-1,34381605619658;0,0548528606381545;-0,387834458647967;-0,7790044291303;-0,489619950329258;0,00417461354071984;0,177731009960509;0,626982555312285;0,191111821186486;6,4171074103621e-05;0,00320799388512037;0,0129425722954856;0,00511280179187922;0,0028312570781427;1,40167289882496;0,00556253373527849
"proteger";0,256645151665808;-1,86111930302736;-0,370491957688216;-1,11111530334447;0,115923035181599;-0,840641629275465;-0,16734604946489;-0,501875284081485;0,0172096889672182;0,770740229389376;0,0267068306221089;0,185343251021296;0,000149188525194939;0,0078454474747476;0,00031090439572287;0,00279632438805496;0,00226500566251416;1,17685069189933;0,00313698199552421
"possível";-1,35293406938303;-0,0666387934180148;0,933441405477044;0,828299159344735;-0,734567706999019;-0,0361811464327859;0,506806597864667;0,449720225070938;0,636173045893929;0,00131440425444506;0,225503875375096;0,137008674476527;0,00310945174874971;7,54370688823701e-06;0,00148014641697445;0,00116548045986047;0,00169875424688562;1,02038440946003;0,00176871632457943
"fato";1,8643502422626;1,71656392479554;1,39634197880185;-0,95209997449638;0,61204717914442;0,563530437669879;0,458404837177709;-0,31256471581583;0,436768881681235;0,31533294895085;0,182447602199044;0,0654505671688703;0,00688862196511108;0,00583979104059071;0,00386421190610132;0,0017965630039785;0,00198187995469989;1,69697901751924;0,00570729459266818
"acolhido";0,249736075702316;-0,300760760694615;-0,31570708400936;-1,51954674863765;0,156038778104885;-0,187919752757804;-0,197258435687912;-0,949435187783209;0,0404896538831832;0,0500122686738727;0,0481845759448565;0,861313501498085;0,000141264116664084;0,000204885696882454;0,000225755295342453;0,00522994863260533;0,00226500566251416;0,74659325876046;0,00126251754026402
"vulnerabilidade";0,144376229516639;-0,468338557054061;0,380751235172837;0,873490012003385;0,134740430556438;-0,437081221991412;0,355339556475751;0,815192505706214;0,0276454391722519;0,247744851113407;0,143176793800367;0,581432915913973;4,72129006782361e-05;0,000496808616134723;0,000328361275392166;0,00172816489483505;0,00226500566251416;0,522346588149907;0,000617997640208037
"visitação";0,113347951459724;-1,50979035032122;-2,10264568596979;-2,59333108643002;0,0309195692921958;-0,411847472779717;-0,573569245381382;-0,707420638766199;0,00141019608418629;0,213077774497779;0,361361795483523;0,42415023393451;1,81876530296093e-05;0,00322687840023084;0,00625866206218485;0,00952062022061763;0,00141562853907135;1,81571941196;0,0046670965217559
"técnica";-0,0147275297907516;-1,47523983624706;0,782922387086007;0,532906404580427;-0,00840064949758179;-0,841483464318903;0,446582465027488;0,303972219612005;8,76973036689558e-05;0,749383957450792;0,184553265176674;0,0659750800688649;5,52690035004892e-07;0,0055455813052243;0,00156192162451984;0,00072364188119636;0,00254813137032843;0,946044581984329;0,00228057847109772
"realizar";0,897070024420872;1,28140445675716;-1,11660379124556;1,99038803445776;0,324226587600097;0,463135968251914;-0,403572326664909;0,719382771516549;0,148808693081462;0,258583483063071;0,171684741084024;0,420923082771443;0,000683523184072308;0,00139467501285144;0,00105900681763076;0,0033649302330515;0,000849377123442809;1,39890108519361;0,00166216668699536
"provisório";-0,0812229548082975;0,178193987070272;-1,36838401956319;2,24708130120153;-0,030787040411664;0,0675432886429238;-0,518677191791395;0,851741764279163;0,00152385137730133;0,00624631441727117;0,322076411815728;0,6701534223897;1,68104517242686e-05;8,09110626421299e-05;0,00477131184172233;0,0128664692434559;0,00254813137032843;1,25164823713982;0,00399196200051445
"nulidade";0,897070024420872;1,28140445675716;-1,11660379124556;1,99038803445776;0,324226587600097;0,463135968251914;-0,403572326664909;0,719382771516549;0,148808693081462;0,258583483063071;0,171684741084024;0,420923082771443;0,000683523184072308;0,00139467501285144;0,00105900681763076;0,0033649302330515;0,000849377123442809;1,39890108519361;0,00166216668699536
"impossibilidade";0,454487213164323;0,000483305884535025;-0,146221798215137;-1,49929977946691;0,288842054198969;0,00030715729827381;-0,092928917121937;-0,95285591237241;0,136425004793086;1,31385522885172e-07;0,0105155688152624;0,853059295006127;0,000526338517091974;5,95204190893446e-10;5,44811235728809e-05;0,00572794407089066;0,00254813137032843;0,740200703466616;0,00139611374085851
"falta";0,226968614639857;-1,39116540675545;1,68386383462236;0,417462774660794;0,101538705269573;-0,622364173310513;0,753308354501397;0,186759872965523;0,0131708918439386;0,421399307469985;0,539827988579717;0,0256018121063599;0,000131266355686247;0,00493150359586;0,00722496509681259;0,000444076023229728;0,00254813137032843;1,18968785601973;0,00360651606819008
"especial";0,861263757957357;1,31011939409147;0,860644445306275;-0,11477909012086;0,480555543560775;0,731001544811678;0,480209988410073;-0,0640427830996365;0,268498865263871;0,529108293877339;0,199652861503563;0,00273997935522635;0,00147010952021399;0,00340172417537435;0,00146799604435329;2,61097612408854e-05;0,00198187995469989;0,999861298435286;0,00198133021312595
"equipa";-0,353972047302081;-1,5191170336763;1,65492091068984;0,514093674637513;-0,151819135961159;-0,651551548305714;0,709798032528168;0,220495539355278;0,0292616268535566;0,458982056479501;0,47629158496377;0,035464731703172;0,00031927120397538;0,00588036496547263;0,00697872847841061;0,000673451516625342;0,00254813137032843;1,24478557564656;0,00394830695471111
"devidamente";0,367255157382367;0,417134256977617;0,19526865022155;1,31736586074522;0,254495184810884;0,289059684218246;0,135314454343157;0,912889203744647;0,103068076360915;0,113238155640293;0,021697580160592;0,761996187838197;0,000305495697902485;0,000394113223882828;8,63643165557104e-05;0,00393081044407021;0,00226500566251416;0,688146065933042;0,00107258212470922
"desenvolvimento";-0,811381136703567;-0,528082384509899;0,424804762357758;0,474018299324824;-0,7003093981326;-0,455792031797835;0,366652309245528;0,409128897490361;0,567866573318726;0,204857826823596;0,115913263767197;0,11136233609048;0,0011183567650029;0,000473733303787646;0,000306555638938559;0,000381698779322987;0,00169875424688562;0,647703982741578;0,000712662144834601
"decorrência";1,51769705177488;0,895498840634443;1,1320198987138;-0,877642952530357;0,66832002384777;0,394334169542312;0,498486548959035;-0,386471304190107;0,525510033370879;0,15580937853019;0,217709230299101;0,100971357799829;0,00586937685976652;0,00204339285452964;0,00326535148917217;0,00196271641255261;0,00254813137032843;1,25941655472005;0,00404166775898255
"confirmar";2,09249631286038;2,41043583851774;1,20966048813865;-1,33732402610102;0,570765485134973;0,657489130232987;0,329956354578835;-0,364778848999164;0,382607514867499;0,432382345296638;0,0952157894725187;0,0897943503633441;0,00743806481200612;0,00987010350783246;0,0024857505604142;0,0030381124871807;0,00169875424688562;2,0349922838532;0,00703487020726285
"concreto";0,677164650931911;0,845823769108383;-1,48463781059094;1,85083169442121;0,259610223213626;0,324270466858284;-0,569177899154185;0,709568682680479;0,0980347983064706;0,130257932412583;0,350905862802604;0,420801406478343;0,00116845064559616;0,00182297866237214;0,00561646230399951;0,00872882266411854;0,00254813137032843;1,30100499114103;0,0043130027980648
"autorizar";0,150549737208003;-1,0644545270816;-2,13806373496337;-1,34381605619658;0,0548528606381544;-0,387834458647967;-0,7790044291303;-0,489619950329258;0,00417461354071983;0,177731009960509;0,626982555312285;0,191111821186486;3,20855370518105e-05;0,00160399694256019;0,00647128614774277;0,00255640089593961;0,00141562853907135;1,40167289882496;0,00278126686763925
"ausência";0,266198298346213;-1,88454123320777;-0,255015042469444;-1,01230091780543;0,122629806655333;-0,868153284592771;-0,11747800623262;-0,46633756338308;0,0189841644547466;0,810298311504287;0,0129738963540588;0,157743627686907;0,000100313609912825;0,00502759861220311;9,20621062934492e-05;0,00145066980208056;0,00141562853907135;1,16220929533316;0,00191213256817497
"ausente";0,905007296019985;0,0583001252143635;-0,777723216326417;-2,09092826229842;0,37580742762553;0,0242093297848645;-0,32295227079123;-0,868265233948497;0,216424728439684;0,000764881934545664;0,119017476187113;0,663792913438656;0,00115945385879021;4,81158635335569e-06;0,000856247736711646;0,00618910107315725;0,00141562853907135;1,17023599719174;0,00193863574337959
"ambiente";-0,133926639532466;-0,879592042135747;0,262335627606293;1,18932058887544;-0,0887940205693313;-0,583173849166044;0,173929811089561;0,788525398686905;0,0116408284685654;0,427627117431139;0,0332600108922986;0,527472043207997;3,55476821730504e-05;0,00153334516537931;0,000136392941840633;0,00280333642181801;0,00198187995469989;0,746706342388211;0,00110503752331242
"reunir";-0,16194334502887;-0,427655424505108;-0,422831065782098;1,51717769310483;-0,0987435728066528;-0,260759246008238;-0,257817634442008;0,92508615264813;0,0160136787526201;0,0951054881710082;0,0812936391642642;0,807587193912107;5,19760840866302e-05;0,000362464364314979;0,000354332607965167;0,00456194707451422;0,00198187995469989;0,769825624535524;0,00117452447489823
"recorrente";0,551804430242917;-1,48820068032454;0,620930890169198;-0,460042493108156;0,312576940882332;-0,843011020897511;0,351734541281208;-0,260597174089967;0,117140230649871;0,725623625726072;0,110453664641947;0,0467824789821091;0,000689667336887226;0,00501640150604402;0,000873284644091307;0,000479363749637979;0,00226500566251416;0,969855334501265;0,00213050819900467
"questão";0,240723240531799;-1,82208275272668;-0,562953483052836;-1,27580594590953;0,104341946609051;-0,789785235867855;-0,244013258305732;-0,553000514605558;0,0142848295537738;0,696992208477907;0,0581757419363208;0,230547220031998;4,92194325018093e-05;0,00281991978294228;0,000269181730533397;0,00138251484565524;0,000849377123442809;1,21158894792872;0,001246841261673
"possuir";0,366413861314968;-1,23600258186339;0,147862536749688;1,46548167473978;0,187193027809863;-0,631447360778008;0,0755398167921073;0,748683335586468;0,049992699276915;0,484455913464691;0,00606229396776375;0,45948909329063;0,000228073246484277;0,00259519091003334;3,71404243047331e-05;0,00364830669138975;0,00169875424688562;0,985810443441673;0,00165088714110759
"observar";-1,17148191475904;0,179133316083595;-0,185452015260895;0,667351942749155;-0,853436027042097;0,13050037193336;-0,135103606054185;0,486172414173215;0,816302197512672;0,0162549346622469;0,0152335384162347;0,152209329408844;0,00271987234888238;6,35960403504351e-05;6,81617071773188e-05;0,00088264731269465;0,00198187995469989;0,779982607970156;0,001205721993531
"neto";-0,197285281245819;-1,3979269588064;-0,566399051442611;-1,33947658602472;-0,0973358379431262;-0,689703717679602;-0,279447741535593;-0,660865702107094;0,0130917017131212;0,559794206802758;0,0803543985696495;0,34675969291447;8,81573775679318e-05;0,00442627357227116;0,00072663167718027;0,00406386755268047;0,00226500566251416;1,03722135048323;0,00243675680611155
"negar";0,423193467964566;-1,93411336620875;1,33952548997238;1,15204737363698;0,159480855275108;-0,728872435875635;0,504801437108879;0,434150133150099;0,0327790414326591;0,58308906710605;0,24455592627921;0,139575965182081;0,000405646005272652;0,00847292075503363;0,00406416429962795;0,00300614530261353;0,00226500566251416;1,40609817460008;0,0044781700489551
"ministério";-0,811381136703567;-0,528082384509899;0,424804762357758;0,474018299324824;-0,7003093981326;-0,455792031797835;0,366652309245528;0,409128897490361;0,567866573318726;0,204857826823596;0,115913263767197;0,11136233609048;0,0011183567650029;0,000473733303787646;0,000306555638938559;0,000381698779322987;0,00169875424688562;0,647703982741578;0,000712662144834601
"maior";1,12532262086696;-0,231212215340119;1,29651836382705;-0,361081451334101;0,635953157860472;-0,130664874014692;0,732700944965176;-0,204057827473382;0,479944641240671;0,0172548547151962;0,474408304848863;0,028392199195269;0,00250975566456515;0,000105949495939241;0,00333146066653043;0,000258397140850165;0,00198187995469989;0,977138868333231;0,00189229971009424
"atendimento";-1,32024791297056;-0,59389818065376;1,7328025477635;0,445799204410452;-0,573635400102616;-0,258043218347531;0,752886539732262;0,193695594952339;0,39673051904255;0,0683693308083829;0,508909638153677;0,0259905119953892;0,00197401421483932;0,000399450791601185;0,00340045828939488;0,000225070136639855;0,00113250283125708;1,26090537995896;0,00180054629355544
"assim";0,43178617413991;-2,29052135633488;1,7465848213226;0,700481764871211;0,1441357833585;-0,76460551487627;0,583032497334725;0,233829830492306;0,0258653033108793;0,619871273494496;0,315150037983429;0,0391133852111966;0,000316714552964407;0,00891249391363449;0,00518214927192723;0,00083353573541974;0,00169875424688562;1,61504548356411;0,0044309828663321
"apelação";1,19592659653075;1,5636623021973;-0,535037721399505;1,15846001931807;0,509779153634791;0,666531246396839;-0,228066737180148;0,493808541327581;0,31805782149647;0,463058298297164;0,0474049534073052;0,17147892679906;0,00161975132988632;0,00276901449072816;0,00032419633445116;0,00151985234015676;0,00113250283125708;1,27563462150779;0,00184285808334011
"ainda";0,632584277012373;-0,426485349187495;-0,0699325356907169;1,01605361453436;0,497111311500587;-0,335150111968772;-0,05495592571153;0,798457633600353;0,347398023619902;0,13447807954966;0,00316160054158635;0,514962296288851;0,000679778370651075;0,000308985990495322;8,30785880203862e-06;0,00175373433908552;0,00169875424688562;0,645623804841872;0,000708091898151465
"tio";0,929756180833343;0,75414506952141;-0,317242648959099;1,60788807952348;0,458106457471913;0,371579918843571;-0,156310771651336;0,792233412701398;0,297141064959266;0,166489568423004;0,0257611680972964;0,510608198520431;0,00146848225786716;0,000966140632871096;0,000170967550937576;0,00439179627906065;0,00169875424688562;1,02603588378497;0,00178836291304826
"também";-0,230814873982656;-1,70555980678407;2,20297957277405;0,993866282843054;-0,0777939816587138;-0,57484288615113;0,7424935383141;0,334973279861143;0,0079372358862522;0,369086633563311;0,538419193339446;0,0845569372109909;7,5418326800155e-05;0,00411797034897694;0,00687021375716269;0,00139831566842054;0,00141562853907135;1,55848979029113;0,00343840660594805
"risco";-0,0363439447391673;0,347250644309853;-1,10098809548839;0,0528093340337829;-0,0314331481900332;0,300330111109623;-0,952222501143442;0,0456737328436432;0,00131004353511064;0,101849858503533;0,895250839221806;0,00158925873955163;2,24385444938332e-06;0,000204840900294918;0,00205918706637681;4,73752960547846e-06;0,00169875424688562;0,604037654715253;0,00061981000279825
"retorno";0,175350927706856;-0,767563978255191;-2,16167576762575;-0,510806036040961;0,074407743927583;-0,325705171275327;-0,917277251254993;-0,216753485273483;0,0073876211190816;0,120550872168732;0,836040806989014;0,036020699723173;5,22332069892216e-05;0,0010008286422111;0,00793801040374921;0,00044324372557624;0,00169875424688562;1,22724302976173;0,00255853701149277
"processo";1,80976083266028;1,85040352582646;0,73647389183744;-1,51675360614802;0,585865297853715;0,599022364305627;0,238415202835711;-0,491011456983725;0,413698015177157;0,368321160472677;0,0510168532905674;0,166963971059598;0,00649112114949567;0,00678594350473865;0,00107495938661022;0,0045593970872993;0,00198187995469989;1,6925997779969;0,00567787600773673
"pretendente";1,46378168051706;1,47480696160443;0,0760433892745226;-0,714730521016157;0,665745056417586;0,670759483416659;0,0345854242859965;-0,325067813985206;0,499124311004851;0,4314983850373;0,00100308313394315;0,0683742208239048;0,00363984735257759;0,00369488489353946;9,82321130071899e-06;0,000867791139873205;0,00169875424688562;1,24636934582295;0,00263890693013669
"presente";0,599898120599901;0,10077403804825;-0,869293677977173;1,39855356946865;0,341731780959891;0,0574058999589972;-0,495192877842734;0,796685613191119;0,175114605908831;0,00420840375111815;0,273815670922774;0,546861319417277;0,000611343864834587;1,72515403361555e-05;0,00128370016744804;0,00332268191394138;0,00169875424688562;0,86236501440098;0,00126331837723013
"preconizar";-3,13596964461707;1,25887119623009;0,949174172745922;-0,467645926310552;-0,885616758378538;0,355512825175175;0,268052516211942;-0,13206603260302;0,820860617058886;0,112652548490477;0,0559983761477494;0,010488458302885;0,0139217236862397;0,00224342679600478;0,00127538449916181;0,000309587644953078;0,00141562853907135;2,0821497141234;0,0061372415515631
"parental";0,839699137885883;0,748822740429332;-0,597598832098893;1,90022464883972;0,367041190508855;0,327318175911522;-0,261216639250722;0,830607875935663;0,200123273008832;0,135537958554924;0,0754792457659201;0,588859522670323;0,00139741293747567;0,0011113104405687;0,000707777618596186;0,00715627859920901;0,00198187995469989;1,12914501643107;0,0025268344498635
"mínimo";-0,452574912044383;0,795579168326756;-0,833406377878896;0,870969318437045;-0,299009601303758;0,525627478669497;-0,550619360776984;0,575436644239191;0,120701425318678;0,317651537079929;0,30479158732787;0,256855450273522;0,000405936680941072;0,00125442341209752;0,00137654681053923;0,00150342946648098;0,00198187995469989;0,783626455960037;0,00121701386108817
"modo";-3,13596964461707;1,25887119623009;0,949174172745921;-0,467645926310552;-0,885616758378538;0,355512825175175;0,268052516211942;-0,13206603260302;0,820860617058886;0,112652548490477;0,0559983761477494;0,010488458302885;0,0111373789489917;0,00179474143680382;0,00102030759932945;0,000247670115962463;0,00113250283125708;2,0821497141234;0,00490979324125048
"mesmo";0,750168740799292;-0,207283325866057;-0,164072551496931;0,270708321834393;0,892854122414872;-0,246709522727088;-0,195279869730477;0,322198230846462;0,850725525878269;0,055316282009088;0,0303040930009641;0,0636540991116761;0,000637319523977798;4,86595438075808e-05;3,0486752157093e-05;8,29931998985202e-05;0,00113250283125708;0,489259249410479;0,000271092427104989
"menina";0,358278293974908;-1,72705173784514;0,511528055463867;0,557794176057563;0,186667437448011;-0,899815388387066;0,266512465036164;0,290617688034939;0,0421948372836059;0,834990867727608;0,0640494090118906;0,0587648859768957;0,000254400722405151;0,00591136861165275;0,000518580594758357;0,000616630917300722;0,00198187995469989;1,04921780696245;0,00218176841594836
"melhor";-1,92548849018606;0,023691611640856;1,47159308942431;0,141317494170117;-0,793139741699331;0,00975895666634371;0,60617291081274;0,0582109534255656;0,695320288784301;8,96489002091538e-05;0,302438041194168;0,0021520211213204;0,0031490707184363;4,76748976903576e-07;0,00183939939482563;1,69625997948934e-05;0,000849377123442809;1,3890673051812;0,00163887993628825
"laudo";0,302726216778931;-1,07985638066065;-0,62198356470879;0,80671910447953;0,199812005836452;-0,712750523330671;-0,410535251899002;0,532468459876912;0,0524652227478902;0,568533630801991;0,164925253893449;0,214075892556671;0,000155679211198104;0,00198090000484744;0,000657186106627158;0,00110554198221787;0,00169875424688562;0,795040195685254;0,00107376372495229
"irmão";0,869159844772777;-0,473147511431672;0,798033161101868;0,351999704499924;0,658895480027267;-0,358685181492687;0,60497553577082;0,266845063840434;0,506486747567062;0,127824648629118;0,317957112633323;0,0477314911704958;0,00149718908560534;0,000443680626562257;0,00126217397608372;0,000245562441612751;0,00198187995469989;0,734666816203166;0,00106969063301548
"histórico";0,0121644514109851;-0,546763686129722;1,01781016409539;-0,335962473715735;0,0101093264666434;-0,454390618733465;0,845856083622177;-0,279203246622892;0,000135629093983045;0,233356465535842;0,707064870974518;0,0594430343956581;2,09476044918201e-07;0,000423202899872822;0,00146650273235543;0,00015978310269705;0,00141562853907135;0,628334507013238;0,000558896167473909
"evidenciar";-0,780379648580001;-0,156969198476885;0,395289721529781;1,51528082451935;-0,444232851018017;-0,0893550654329389;0,22501955335819;0,862576980312111;0,294823788371307;0,0101585621509329;0,0563299784670989;0,638687671010659;0,00103452841888649;4,18561652386339e-05;0,000265437084847835;0,00390046881736588;0,00169875424688562;0,864568656990488;0,00126978306225991
"droga";0,962442337245814;0,226885682285664;0,482118493327356;1,2253881245892;0,58444945619201;0,137777826782927;0,292769634440258;0,744125019572353;0,461762319414111;0,0218542517526711;0,0862848449714829;0,430098583861733;0,000786773997046874;4,37234820154853e-05;0,000197427725035312;0,00127540435097754;0,000849377123442809;0,852001358056489;0,000616568216984798
"curador";1,73386842632852;2,07172642398956;0,511781204323386;-0,339010407933384;0,625851561118414;0,747803695468219;0,184730894693715;-0,122368104648961;0,434271315932259;0,528015154268639;0,0281744483467025;0,00953908145239891;0,00425580368037791;0,00607594900319448;0,000370781428508911;0,000162695436986353;0,00141562853907135;1,5827429188657;0,00354625587092233
"contato";-0,300829692147667;-1,3606391616348;-0,0543168399335503;-0,921525085889615;-0,179973180248948;-0,814010596302689;-0,0324953775477575;-0,5513079483701;0,0419499490632094;0,730850722485059;0,0010183965498192;0,226180931901911;0,000153734717459219;0,00314496986666066;5,01186710141607e-06;0,00144259651855696;0,00169875424688562;0,883547278902149;0,00132614234550746
"civil";0,290592733140852;1,14248813073609;0,316462365763355;-1,43390626623565;0,154318467743135;0,606715164017728;0,168056464644274;-0,761471959402065;0,0344384650876619;0,453346627629865;0,0304141943901494;0,481800712892324;9,56332237307706e-05;0,00147823230902926;0,000113418379325639;0,00232852455305761;0,00113250283125708;0,941971297212686;0,00100488100200742
"cabimento";0,166493359671552;-0,873596317121766;-2,15324289881775;-0,808309614667969;0,067518031517427;-0,354269406235148;-0,873204325949429;-0,327793697878729;0,00615227840424741;0,144250206356626;0,766277515324564;0,0833199999145633;5,49377892703977e-05;0,00151251236608748;0,00918889718832492;0,00129488987320294;0,00198187995469989;1,27689074848106;0,00323135613955145
"assumir";0,759981025568142;-0,205468309369847;-0,521703012826952;-0,777307558803355;0,621315741015591;-0,167978792359864;-0,426513666919939;-0,635480894452442;0,496464716287792;0,0309047541449639;0,174215771515157;0,298414758052084;0,00114467670287804;8,36694742602268e-05;0,000539416261367224;0,00119746582299259;0,00198187995469989;0,648833654665651;0,000834341953563843
"seio";-2,5944167119376;0,797427605138204;0,440537529626635;-0,821926786330463;-0,903998481867051;0,277855650993491;0,153500883707504;-0,286392144958736;0,86237036426779;0,069382444499842;0,0185156119534161;0,0497315792789488;0,0114343115659929;0,0010802221723156;0,000329682868079624;0,00114761660603769;0,00169875424688562;1,68061267584484;0,00479806166400399
"residir";1,05583604095979;0,761596330250319;0,0752560074366116;1,19861688248075;0,59611195100466;0,42998785482906;0,0424886096681069;0,676724245625493;0,457167655098224;0,202574569540126;0,00172950876799536;0,338528266593653;0,00157812817863765;0,000821105563775131;8,0173650273207e-06;0,0020338086508605;0,00141562853907135;0,939363211505384;0,00124915521394353
"psicológico";0,399942351871891;-2,21244825573351;1,36166177059336;0,371100479741088;0,150662060803929;-0,83345015117989;0,512950847829278;0,139797055204166;0,0276332503931928;0,720171835190183;0,238524809835315;0,0136701045813095;0,000181148227430147;0,0055435190082653;0,00209979929501183;0,000155963268475726;0,00113250283125708;1,44729220603277;0,00237220241182696
"próprio";-0,603449980755418;-1,05184426548749;-0,184921569103146;-1,07376594100978;-0,370159161004098;-0,64520640191656;-0,113431792283917;-0,65865326458607;0,182594465042299;0,4724552164583;0,0127684471142498;0,332181871385151;0,000412403034285068;0,00125297435882097;3,87270517775422e-05;0,00130574552216605;0,00113250283125708;0,849517415974774;0,000817304462111502
"protetivas";-0,24051138418944;0,279959783699989;-0,942223104703937;2,58476244462825;-0,0866461339906955;0,100857732835502;-0,339443347575607;0,931181174089347;0,0125086200611084;0,0144338481696135;0,142956370739266;0,830101161030012;9,82656725788006e-05;0,000133144077841469;0,00150812748420939;0,0113493718490837;0,00169875424688562;1,29361710792603;0,0028427721776652
"perda";0,634268945301278;-1,32485792245625;0,758943647423716;-0,407708865594447;0,372470474821364;-0,778014536426229;0,445684914597694;-0,2394244837018;0,166131598534985;0,617300558360656;0,177125992529241;0,0394418505751187;0,000683403898596142;0,00298173586867798;0,000978474733802061;0,000282378005239486;0,00169875424688562;0,936099772379147;0,00148858910053503
"núcleo";0,36877073599615;0,869992816320964;0,721038028173327;0,374238884271204;0,295933753442088;0,698158000270942;0,57862370633998;0,30032187181879;0,10895029115565;0,516415817998329;0,310162811662004;0,0644710791840177;0,000192513952048616;0,00107147154650351;0,000735979385719252;0,000198265490516075;0,00141562853907135;0,672073955609687;0,000639415914225441
"novo";0,585602797183099;-0,913120553996705;-0,516369129397931;-1,55161459005192;0,29841731104016;-0,465317074457209;-0,263136528446087;-0,79068723025447;0,130150544874859;0,269493721172029;0,0753560517647611;0,524999682188348;0,000485462395340699;0,00118033571083133;0,00037745905690144;0,00340813680076726;0,00141562853907135;0,976461131205355;0,00134976831930187
"mérito";0,29935688020112;0,716888765876865;-2,27973593093766;3,65424406473715;0,0684001077340179;0,163802043855952;-0,520897275440887;0,8349588876878;0,00742450056651253;0,0362614372920739;0,320638548646577;0,635675513494837;7,61165416679622e-05;0,000436519962605142;0,00441437931608849;0,0113421571500567;0,000849377123442809;2,08992371990348;0,00370989339327452
"meio";0,954914904250064;1,40899116546057;1,38404117468026;-0,742949615930528;0,412281133992805;0,608326954471546;0,59755488415802;-0,320765870123172;0,209808045157413;0,389011143277872;0,328207653063174;0,0729731585015419;0,00154903025089282;0,00337246223841326;0,00325408262719761;0,00093766840058548;0,00169875424688562;1,25408916742071;0,0026716981424269
"longo";0,495473818675947;-2,44666755753761;2,51643092278108;1,35924433513146;0,130516048028158;-0,644492944757116;0,662869775954887;0,35804757434024;0,0220756462448383;0,458431698054788;0,424033257276789;0,0954593984235838;0,000347528744328037;0,00847421027336785;0,00896436096988792;0,00261543765938131;0,00141562853907135;2,00603640964307;0,00569674699435682
"justificar";0,738453144069588;-1,28787143688326;1,33126151410242;0,0294155785726665;0,370290446074122;-0,645791127953657;0,667548677742297;0,0147501676967261;0,166351910714099;0,430903117832248;0,402593305422879;0,000151666030774632;0,000771960710626076;0,00234797966865764;0,0025088578976929;1,22490977175073e-06;0,00141562853907135;1,08914038157867;0,00167925647053416
