"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"5";"***";"";""
"**";"classe";"1";"**";"";""
" 4";"  5";" 80.00";" 9.857";"*cod_8640812";"1.692006e-03"
" 4";"  5";" 80.00";" 9.857";"*ori_charqueadas";"1.692006e-03"
"13";" 32";" 40.62";" 7.336";"*ano_2023";"6.757371e-03"
" 2";"  2";"100.00";" 7.046";"*rel_vera_lucia_deboni";"7.946440e-03"
" 2";"  2";"100.00";" 7.046";"*cod_9969333";"7.946440e-03"
" 3";"  4";" 75.00";" 6.547";"*cod_8019192";"1.050718e-02"
" 9";" 22";" 40.91";" 4.926";"*rel_joão_ricardo_dos_santos_costa";"2.645652e-02"
" 3";"  5";" 60.00";" 4.210";"*ori_camaquã";"4.018919e-02"
" 1";"  1";"100.00";" 3.506";"*cod_10672236";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*rel_luiz_augusto_guimaraes_de_souza";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*cod_10497754";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*cod_10494898";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*ori_santa_maria";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*cod_10306088";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*cod_9463805";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*cod_8912163";"6.114774e-02"
" 1";"  1";"100.00";" 3.506";"*ori_júlio_de_castilhos";"6.114774e-02"
" 2";"  3";" 66.67";" 3.464";"*cod_10442229";"6.272117e-02"
" 2";"  3";" 66.67";" 3.464";"*rel_jane_maria_köhler_vidal";"6.272117e-02"
" 2";"  3";" 66.67";" 3.464";"*cod_10128733";"6.272117e-02"
" 2";"  3";" 66.67";" 3.464";"*cod_9976720";"6.272117e-02"
