*ano_2015;1;3;4;1;0
*cod_6530077;1;0;4;0;0
*ori_alvorada;1;0;4;0;0
*cod_5765606;3;0;0;0;0
*tipo_proc_reexame_necessário;3;0;0;0;0
*ano_2014;3;0;0;0;0
*cod_5596873;2;2;4;0;0
*ano_2013;2;2;7;0;4
*cod_5404834;0;0;0;0;4
*cod_5293097;0;0;3;0;0
