"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,36186753886194;31,5370393692662;31,5370393692662
"facteur 2";0,308178498499024;26,8579974608695;58,3950368301358
"facteur 3";0,269468196563383;23,4843643353897;81,8794011655255
"facteur 4";0,207922386948157;18,1205988344745;100
