"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
" 0";" 5";" 0.00";" -2.073";"produzir";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"pessoa";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"inexistência";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"indício";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"eduardo";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"dia";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"destituir";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"depois";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"conselho";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"atual";"1.498947e-01"
" 0";" 5";" 0.00";" -2.073";"assunto";"1.498947e-01"
" 3";"20";"15.00";" -2.020";"já";"1.552428e-01"
"*****";"*";"*";"*";"*";"*"
" 2";" 81";" 2.47";"-35.461";"n";"2.602040e-09"
" 0";" 53";" 0.00";"-25.284";"oitavo";"4.947637e-07"
"64";"277";"23.10";"-18.497";"em";"1.701391e-05"
" 3";" 46";" 6.52";"-12.910";"ir";"3.269032e-04"
"13";" 88";"14.77";"-11.376";"não";"7.441348e-04"
" 0";" 19";" 0.00";" -8.191";"uma";"4.209664e-03"
" 0";" 18";" 0.00";" -7.738";"2023";"5.406890e-03"
" 0";" 18";" 0.00";" -7.738";"2024";"5.406890e-03"
" 0";" 17";" 0.00";" -7.288";"sétimo";"6.943294e-03"
" 0";" 16";" 0.00";" -6.840";"11";"8.915719e-03"
" 0";" 15";" 0.00";" -6.394";"09";"1.144942e-02"
" 3";" 31";" 9.68";" -6.149";"estar";"1.315042e-02"
" 0";" 14";" 0.00";" -5.951";"2022";"1.470690e-02"
" 9";" 56";"16.07";" -5.375";"se";"2.042891e-02"
" 0";" 11";" 0.00";" -4.637";"ele";"3.128748e-02"
" 0";" 11";" 0.00";" -4.637";"05";"3.128748e-02"
" 0";" 11";" 0.00";" -4.637";"entre";"3.128748e-02"
" 0";" 11";" 0.00";" -4.637";"03";"3.128748e-02"
" 0";" 10";" 0.00";" -4.204";"08";"4.033070e-02"
" 0";"  9";" 0.00";" -3.773";"12";"5.208293e-02"
" 0";"  9";" 0.00";" -3.773";"04";"5.208293e-02"
" 0";"  8";" 0.00";" -3.345";"quanto";"6.742360e-02"
" 0";"  8";" 0.00";" -3.345";"fazer";"6.742360e-02"
" 0";"  7";" 0.00";" -2.919";"02";"8.756623e-02"
" 0";"  7";" 0.00";" -2.919";"ela";"8.756623e-02"
" 0";"  7";" 0.00";" -2.919";"2020";"8.756623e-02"
" 0";"  7";" 0.00";" -2.919";"10";"8.756623e-02"
" 0";"  7";" 0.00";" -2.919";"07";"8.756623e-02"
" 3";" 22";"13.64";" -2.690";"ter";"1.009746e-01"
" 1";" 12";" 8.33";" -2.579";"qualquer";"1.083209e-01"
" 1";" 12";" 8.33";" -2.579";"primeiro";"1.083209e-01"
" 0";"  6";" 0.00";" -2.495";"22";"1.142241e-01"
" 0";"  6";" 0.00";" -2.495";"tal";"1.142241e-01"
" 0";"  6";" 0.00";" -2.495";"27";"1.142241e-01"
" 0";"  6";" 0.00";" -2.495";"2018";"1.142241e-01"
" 0";"  6";" 0.00";" -2.495";"06";"1.142241e-01"
" 0";"  5";" 0.00";" -2.073";"lhe";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"100";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"tempo";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"pouco";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"25";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"2016";"1.498947e-01"
" 0";"  5";" 0.00";" -2.073";"18";"1.498947e-01"
"*";"*";"*";"*";"*";"*"
"17";"112";"15.18";"-14.927";"*tipo_proc_apelação_cível";"0.0001117440"
"13";" 93";"13.98";"-13.639";"*rel_LUIZ_FELIPE_BRASIL_SANTOS";"0.0002215816"
" 0";" 14";" 0.00";" -5.951";"*cod_10236451";"0.0147069016"
" 2";" 21";" 9.52";" -4.111";"*ano_2013";"0.0426024684"
" 0";"  9";" 0.00";" -3.773";"*rel_LEANDRO_FIGUEIRA_MARTINS";"0.0520829298"
" 0";"  9";" 0.00";" -3.773";"*cod_5596873";"0.0520829298"
" 0";"  8";" 0.00";" -3.345";"*cod_9423376";"0.0674235972"
" 1";" 13";" 7.69";" -2.977";"*cod_10530261";"0.0844349271"
" 2";" 18";"11.11";" -2.949";"*ori_OSÓRIO";"0.0859569997"
" 0";"  7";" 0.00";" -2.919";"*cod_10020598";"0.0875662253"
" 0";"  7";" 0.00";" -2.919";"*cod_7863519";"0.0875662253"
" 0";"  6";" 0.00";" -2.495";"*cod_9351585";"0.1142240535"
" 0";"  6";" 0.00";" -2.495";"*cod_6530077";"0.1142240535"
" 0";"  6";" 0.00";" -2.495";"*ori_ALVORADA";"0.1142240535"
