"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"atender";-0,118696804854125;2,10134570466154;-0,254433250769858;-0,0559885669459176;0,991192094905584;-0,120014629808299;0,00717209611895417;0,981076936889579;0,0117509669914682;2,10478901700513e-05;0,00659668163660055;9,67115280632195e-05;0,00149393090569561;1,19613886157628;0,00213743891865248
"ambiente";-0,65944808036811;-0,553033821094302;0,205712293071824;-0,745229125504959;-0,624972493116841;0,232471360271396;0,745345714755189;0,228791525738303;0,0258627595065066;0,000649668378265077;0,000456913400222842;6,32194920946673e-05;0,00149393090569561;0,651879541635206;0,000634841362169974
"acolhido";-0,716295506195844;-1,2959717164478;-0,739403144446433;-0,43278214995481;-0,783019606954721;-0,446743669014981;0,356039565822286;0,50868023791387;0,135280196263844;0,00105394430890009;0,00345004100619218;0,00112304147715966;0,00205415499533147;1,02449234509516;0,00215600937754332
"único";-0,711554675549838;-1,24108928376632;-0,561706620601091;-0,462974056532893;-0,807516498687599;-0,365475207537801;0,392157064192121;0,520702364393429;0,0871405714144492;0,000945490301207909;0,00287638209202539;0,000589195756539866;0,00186741363211951;0,96971447398252;0,00175601524005825
"vulnerabilidade";-0,598720865542605;0,376220606786739;-0,679829913915211;-0,610375134762936;0,383543846196068;-0,69306299346326;0,612717585849109;0,105593388389417;0,281689025761473;0,000535524444199568;0,000211453886044418;0,000690448122284165;0,00149393090569561;0,652769483928354;0,000636575909091451
"tentativa";-0,613088564948901;-0,025777668561633;2,07510528718471;-0,283321477978815;-0,0119124178353231;0,958951007308098;0,196627140235507;0,000151713529098535;0,803221146235394;0,000421151359631488;7,44524589886168e-07;0,00482471927496014;0,00112044817927171;1,17995951607235;0,00156000499671674
"também";-0,732750200238277;-1,58701272288054;0,0490523338707865;-0,419026588964344;-0,907540561156314;0,0280508038563919;0,327983585601965;0,671492310490498;0,000524103907536493;0,000902391354536531;0,00423295694552049;4,0439184170943e-06;0,00168067226890756;1,09193179918535;0,0020038908471801
"ré";-0,763703812655906;-1,84479604326255;-2,51636838289985;-0,237746442573206;-0,574298162835557;-0,783363420902131;0,134806341639489;0,343318440834889;0,521875217525622;0,000980241199101121;0,00571978561552462;0,0106422014091731;0,00168067226890756;1,77515148387333;0,00529607191713895
"retorno";-0,642079215307534;-0,32368200020363;0,461518597629462;-0,751478776318372;-0,378832000211692;0,540153648843225;0,77211319488163;0,0856408281816037;0,142245976936765;0,000769870623211838;0,000195648995809192;0,000397758012993213;0,00186741363211951;0,623610971086304;0,000726219688625964
"relação";-0,689811687780863;-1,01766103503482;0,648483396565341;-0,496279619957587;-0,73214826692407;0,466546304298762;0,441491471400553;0,419379814152458;0,139128714446988;0,000710872328065857;0,00154716561303925;0,000628243832860387;0,00149393090569561;0,886002631747896;0,00117273675214072
"observar";-0,0599717125410403;1,26821119611105;-0,615468765786094;-0,0425047250120812;0,898839900745776;-0,436211165811893;0,00427837631590123;0,835043798522591;0,160677825161508;4,02981098611224e-06;0,00180208362794558;0,000424427788972838;0,00112044817927171;0,782478804751932;0,000686020257575364
"negar";0,50857063386331;-0,215417182845215;0,655410783293231;0,593365492081834;-0,251334060975664;0,764688552680086;0,598613960148138;0,0468753987587181;0,354510641093143;0,00048299549883871;8,66565129131071e-05;0,000802172352674224;0,00186741363211951;0,560974966804982;0,000587661836380674
"modo";-0,619802514132374;0,0796472450246812;-0,736042673315376;-0,641926573014044;0,082490280182671;-0,76231596371441;0,662217016756489;0,00477282152851899;0,33301016171499;0,000502163603300408;8,29239691506091e-06;0,000708181460053915;0,00130718954248366;0,650008128901956;0,000552301395606041
"maior";-0,268341370702165;-1,59647559214474;-2,10215395564329;-0,101136448683643;-0,601703238591725;-0,792290749293396;0,0260879692933939;0,403022768808528;0,57088926189808;8,06802142636599e-05;0,00285572472416123;0,00495131793078627;0,00112044817927171;1,41785924434826;0,00225246480311911
"justificar";-0,590015162050147;0,44872216564418;0,0416946626765317;-0,794704090281264;0,604393519648209;0,0561594364063496;0,797303943531358;0,20127629192649;0,00141976454215252;0,000520064076861343;0,00030080535117147;2,5971165575496e-06;0,00149393090569561;0,563919144446853;0,000475077201081115
"impossibilidade";-0,600462006241096;0,361720295015251;-0,824134829233559;-0,554986360766733;0,334325616041356;-0,761719450861972;0,546418964761161;0,0865446966533205;0,367036338585517;0,000673304614265327;0,000244335334875668;0,0012683440088811;0,00186741363211951;0,693247438347951;0,000897464072410825
"evidenciar";-0,339107433838413;-1,63194994230443;-2,16132744525137;-0,124242763194097;-0,59791661872846;-0,791870856164199;0,0390723953213577;0,394956341327887;0,565971263350757;0,000150318760371861;0,00348138642377441;0,00610632199424422;0,00130718954248366;1,46409047354748;0,00280204041141501
"concreto";-0,635114652513568;-0,265680753117677;1,03873825890286;-0,509654220938439;-0,213198226040982;0,83354609440187;0,492563643585435;0,0376199561441618;0,469816400270402;0,000753259798015742;0,000131813748976986;0,00201489667695338;0,00186741363211951;0,772300966459377;0,00111381658785077
"autorizar";-0,5851012485178;0,610649775242419;-1,24206679159368;-0,389378774962024;0,406381052881132;-0,826582488000016;0,324433921121497;0,154237017294325;0,521329061584176;0,000447507805251095;0,00048744202353414;0,00201664041147689;0,00130718954248366;0,876664700344815;0,00100462875402701
"ausência";-0,318289856315557;-0,831420696696468;0,959144217007761;-0,243222728383173;-0,635334134193299;0,732934678076223;0,138578972328911;0,41269899533637;0,448722032334717;0,000151347798518585;0,00103269523793873;0,00137435313392259;0,00149393090569561;0,729692281729467;0,000795444744747796
"assumir";-0,69802192387809;-1,1095649248379;0,296833198846987;-0,519341011634191;-0,825536492231687;0,220849300720146;0,461401516631447;0,508845969643843;0,0297525137247091;0,000818881691116757;0,00206913331500931;0,00014808394611384;0,00168067226890756;0,876991082042812;0,00129262749240777
"assim";-0,725483801137771;-1,35709177793823;-1,71614594314788;-0,314738872128376;-0,588751306222283;-0,744520880696381;0,221114830476999;0,33769208406046;0,441193085462541;0,000982869739894134;0,00343921212651267;0,00549982614039761;0,00186741363211951;1,31669263474227;0,00323749672153973
"tratar";-0,596894640995433;0,222023512206645;1,83896069865483;-0,306711262584948;0,11408564774326;0,944940562354346;0,224972536789947;0,0135853894264548;0,761442073783599;0,00033266406391136;4,6026554596241e-05;0,00315758772287307;0,000933706816059757;1,07398582558771;0,00107697997531588
"sandra";2,20847083906654;-0,354873336555707;-0,0310818193604962;0,987239228693768;-0,158636859888682;-0,013894315844725;0,988787058266801;0,0111431040010336;6,98377321643633e-05;0,00819721587732316;0,000211655605038958;1,62366301640087e-06;0,00168067226890756;1,89542194689607;0,00603802412903412
"recorrente";-0,754998109163448;-1,77229448440511;-1,79484380630811;-0,286748055074786;-0,673116912817215;-0,681681138502636;0,184493899626273;0,443712908621249;0,37179319175248;0,000851573699107947;0,00469247841561571;0,00481264506299546;0,00149393090569561;1,50010093329666;0,00336179691514849
"provisório";-0,512867475030187;1,56178437313138;-0,140547148873793;-0,310859775994076;0,946630394828787;-0,0851885864139498;0,197077775358797;0,797644712463746;0,0052775121774587;0,000442072347804773;0,0040994460977435;3,31991614395835e-05;0,00168067226890756;0,985943333519091;0,00163375505363149
"parental";-0,699154420781475;-1,0652167398193;-0,548593952863613;-0,503986361692991;-0,767862854268921;-0,395454655126789;0,447892082116463;0,453777693605738;0,0983302242777988;0,00063897634522651;0,00148325059188399;0,000393405653749705;0,00130718954248366;0,89156300253864;0,00103906482025584
"nulidade";-0,45114932541422;2,45223413912114;-0,286340598114053;-0,179756761269856;0,977072649546948;-0,114090070931165;0,0712316711172333;0,918536431102456;0,0102318977803123;0,000152034146645532;0,00449184110033331;6,12443982284323e-05;0,000746965452847806;1,44261142828777;0,00155453051953424
"mínimo";-0,705760326982497;-1,17401075493341;-0,344521980345673;-0,499661087840696;-0,831170963455489;-0,243913154229792;0,436166627051522;0,526771304992098;0,0370620679563802;0,000837138889315027;0,00231647269361228;0,000199488058724882;0,00168067226890756;0,912003799858373;0,00139790072429599
"medeiros";2,20847083906654;-0,354873336555707;-0,0310818193604962;0,987239228693768;-0,158636859888682;-0,013894315844725;0,988787058266801;0,0111431040010336;6,98377321643633e-05;0,00819721587732316;0,000211655605038958;1,62366301640087e-06;0,00168067226890756;1,89542194689607;0,00603802412903412
"laudo";-0,707223094765779;-1,1626641527497;-0,794565756618143;-0,448789782807547;-0,73780366683793;-0,504215707855339;0,380271798152792;0,448569585510688;0,171158616336519;0,000747211213101903;0,0020194777696944;0,000943170482300897;0,00149393090569561;0,978757262932576;0,00143113468495726
"irmão";-0,674806714564869;-0,916227434551395;2,22089873642497;-0,270415767758659;-0,36716046211177;0,889982307469855;0,176459952614842;0,141982219232696;0,68155782815246;0,000765317818524088;0,00141087850726829;0,00828973310496472;0,00168067226890756;1,3709510192046;0,00315883478497165
"falta";-0,353112670285389;-1,12142693212623;-1,92695408935921;-0,156430883565656;-0,496798389321596;-0,853651415411663;0,0624187858548122;0,274770869071224;0,662810345073965;0,000186276090257446;0,00187876506307832;0,00554719262371343;0,00149393090569561;1,20620539137022;0,00217356705310266
"emocional";-0,598720865542605;0,376220606786739;-0,679829913915211;-0,610375134762936;0,383543846196068;-0,69306299346326;0,612717585849109;0,105593388389417;0,281689025761473;0,000535524444199568;0,000211453886044418;0,000690448122284165;0,00149393090569561;0,652769483928354;0,000636575909091451
"devidamente";-0,655555244413496;-0,567671296699768;1,18596924301585;-0,446201073927923;-0,386383213900011;0,80722525582508;0,400911225667761;0,131208963463842;0,467879810868395;0,000722273409206786;0,000541597816969406;0,00236390427794887;0,00168067226890756;0,883590036873816;0,00131215353489525
"decorrência";-0,709534990925056;-1,39367523259403;1,97311787144877;-0,281815354287875;-0,553544341659123;0,783689203641831;0,183776176341497;0,30946016253277;0,506763661125731;0,000846117484616839;0,00326442126713616;0,00654318341954708;0,00168067226890756;1,41252074430643;0,00335330227411091
"brisolara";2,20847083906654;-0,354873336555707;-0,0310818193604962;0,987239228693768;-0,158636859888682;-0,013894315844725;0,988787058266801;0,0111431040010336;6,98377321643633e-05;0,00819721587732316;0,000211655605038958;1,62366301640087e-06;0,00168067226890756;1,89542194689607;0,00603802412903412
"ainda";-0,676859487353027;-0,698036938809184;-1,23733686011166;-0,430118774949272;-0,443576249723677;-0,786281088490125;0,376532779940017;0,174784360136463;0,448682859923519;0,00068442766105666;0,000727926151920966;0,002287211959501;0,00149393090569561;0,94137518922056;0,00132390251634741
"vez";-0,749774687067973;-1,72879354909064;-1,36192906035306;-0,322480306678206;-0,743559209866352;-0,585769710063312;0,222373135297593;0,515996845463778;0,261630019238629;0,000524894567103527;0,00279059489764465;0,00173188680245955;0,000933706816059757;1,35692310396629;0,00171917862752336
"tio";-0,575151873097848;0,693508699650923;-0,417467275488833;-0,579211040163293;0,698403176753223;-0,420413574535793;0,548717831731367;0,348199251020347;0,103082917248286;0,000432417878598644;0,000628698452930084;0,000227815589678522;0,00130718954248366;0,662633860053634;0,000573965532666116
"saudável";-0,160504869700307;0,823495876200539;-0,887025853945202;-0,131458860377929;0,674470684991557;-0,726503863110965;0,0427720289723092;0,491412604825815;0,465815366201875;3,36755728072059e-05;0,000886464651136332;0,00102851616414015;0,00130718954248366;0,662329211686187;0,000573437888435093
"reunir";-0,699154420781475;-1,0652167398193;-0,548593952863613;-0,503986361692991;-0,767862854268921;-0,395454655126789;0,447892082116463;0,453777693605738;0,0983302242777988;0,00063897634522651;0,00148325059188399;0,000393405653749705;0,00130718954248366;0,89156300253864;0,00103906482025584
"responsável";-0,576171120310894;0,733422066167668;-1,17835171202837;-0,383399591186086;0,488038553865404;-0,784106576569351;0,312632789002081;0,221095297827931;0,466271913169987;0,000309965602129142;0,000502248297984734;0,0012964638256211;0,000933706816059757;0,879427103517487;0,000722121410271854
"prover";-0,105904853245828;1,52021625523528;0,256149059986189;-0,0685344766449396;0,983781406106469;0,165762391724368;0,0107504945927374;0,966824111453895;0,0224253939533695;1,46612260666934e-05;0,0030209901472962;8,57677659239323e-05;0,00130718954248366;0,871700435147868;0,000993283200832658
"pretendente";-0,681105984288405;-0,945159476177382;1,37000797315708;-0,378734067510847;-0,525562983025424;0,761803161571351;0,304584366834023;0,255993189656079;0,439422443509896;0,000693042557360937;0,00133456797073076;0,00280399155408251;0,00149393090569561;1,05323798663334;0,00165723287617173
"período";-0,689205045361523;-0,982357815410795;0,276005563241235;-0,559717434935609;-0,797792761865604;0,22414973152773;0,514430078385863;0,456151256810317;0,0294186648038196;0,000620919731440235;0,00126147304248192;9,95804848890346e-05;0,00130718954248366;0,820069941719536;0,000879104195178932
"núcleo";-0,229907400929456;-0,238509184234937;0,125022382611409;-0,649304035575728;-0,673597175295533;0,353087970368509;0,634851685869219;0,298206150561599;0,0669421635691803;6,90946575191341e-05;7,43616091038105e-05;2,04321518350766e-05;0,00130718954248366;0,24625351358822;7,92690103980964e-05
"neto";-0,685565190845485;-0,770538497666624;-1,9588614367034;-0,309679377409203;-0,348063007593692;-0,884845085849654;0,224088329644962;0,123552180732484;0,652359489622553;0,000702146974265555;0,000886990963789115;0,00573241923914654;0,00149393090569561;1,2359609836405;0,0022821281838754
"ministério";-0,503241739954501;1,7360624420572;-0,658011895578353;-0,261617806947177;0,902518238760219;-0,342077406142678;0,1469762015334;0,763421525393201;0,0896022730734003;0,000283756021100766;0,0033769331122931;0,00048513126579565;0,00112044817927171;1,12025984233271;0,00140614242503453
"mesmo";-0,717273394029463;-1,45812106268953;1,33176269225611;-0,341396613903252;-0,694013743722898;0,633871655415449;0,247958805681093;0,447236529004495;0,304804665314411;0,000576449436170919;0,00238220395905753;0,00198721777981539;0,00112044817927171;1,22930762779517;0,00169321820028614
"menina";-0,724634501750695;-1,30766727046459;-2,23761490980163;-0,269270928523349;-0,485923288591543;-0,831487657549139;0,171779219936942;0,244155845791342;0,584064934271716;0,000784455889639557;0,00255461242240045;0,00747999325425441;0,00149393090569561;1,49210476591171;0,0033260528589452
"meio";-0,633330969890736;-0,33552914452198;2,37028602284705;-0,255759423449278;-0,135497464411343;0,957197761413486;0,163477002605698;0,020026069695538;0,816496927698763;0,000599227813143216;0,000168186452771095;0,00839328602069705;0,00149393090569561;1,33680485767377;0,00266972508310021
"guardião";-0,65944808036811;-0,553033821094302;0,205712293071824;-0,745229125504959;-0,624972493116841;0,232471360271396;0,745345714755189;0,228791525738303;0,0258627595065066;0,000649668378265077;0,000456913400222842;6,32194920946673e-05;0,00149393090569561;0,651879541635206;0,000634841362169974
"droga";-0,633330969890736;-0,33552914452198;2,37028602284705;-0,255759423449278;-0,135497464411343;0,957197761413486;0,163477002605698;0,020026069695538;0,816496927698763;0,000599227813143216;0,000168186452771095;0,00839328602069705;0,00149393090569561;1,33680485767377;0,00266972508310021
"criar";-0,728880998686074;-1,55478980783278;0,369729923467116;-0,41495899112869;-0,885156851719955;0,210490815796504;0,324916911901795;0,645271432867134;0,0298116552310696;0,000396838476373937;0,00180569288257009;0,000102110338978151;0,000746965452847806;1,091279740886;0,000889554788323598
"cpc";-0,53211894518156;1,21322823527976;0,894382344535327;-0,332900046348477;0,759010254029021;0,55953640937832;0,233851156082585;0,53057539413263;0,235573449784788;0,000158627771328368;0,000824606583126067;0,000448134329533057;0,000560224089635854;0,939084307709795;0,000494050048732092
"contato";-0,711611398115625;-1,1286243461986;-2,14469708543555;-0,281731653326696;-0,446829834206264;-0,849099743715077;0,187377387219963;0,205717020417559;0,606905592362478;0,000567384629611289;0,00142721895219296;0,00515375416053306;0,00112044817927171;1,40297498889234;0,00220542164645093
"constatar";-0,737586702178532;-1,62729136669023;-0,351794653124626;-0,405055260962695;-0,893648065034537;-0,193192576012827;0,311958285516564;0,662736695600482;0,0253050188829538;0,00081274942032583;0,00395604435795263;0,00018488810900777;0,00149393090569561;1,12701692585462;0,00189754196252144
"autor";-0,704007560136194;-1,34764249681153;2,43122871372924;-0,245511412297284;-0,469968834709715;0,847852251771136;0,145944483709042;0,233411603962078;0,620643912328878;0,000647877966965904;0,0023740396068136;0,00772663144896932;0,00130718954248366;1,57271164773149;0,00323323127700693
"acercar";-0,664453155166901;-0,534214209601561;-1,05461807114192;-0,489960928162043;-0,393924068142903;-0,777664527551781;0,45862692909301;0,129390292869182;0,411982778037806;0,000577121562629084;0,000373052054562379;0,00145388140650863;0,00130718954248366;0,837336870302653;0,000916513770416002
"trato";-0,624655653487093;-0,202778511967546;2,24377999327747;-0,267184539949281;-0,0867346403241481;0,959734090141603;0,177090415493983;0,0081451217366736;0,814764462769342;0,000510058412331225;5,37504900859768e-05;0,00658110935716635;0,00130718954248366;1,26680208375976;0,0020977614632916
"termo";-0,45114932541422;2,45223413912114;-0,286340598114053;-0,179756761269856;0,977072649546948;-0,114090070931165;0,0712316711172333;0,918536431102456;0,0102318977803123;0,000152034146645532;0,00449184110033331;6,12443982284323e-05;0,000746965452847806;1,44261142828777;0,00155453051953424
"ricardo";2,20847083906654;-0,354873336555707;-0,0310818193604962;0,987239228693768;-0,158636859888682;-0,013894315844725;0,988787058266801;0,0111431040010336;6,98377321643631e-05;0,00637561234902913;0,000164621026141412;1,26284901275623e-06;0,00130718954248366;1,89542194689607;0,00469624098924876
"residir";-0,624752892171299;-0,00998147613716568;-0,469917946438745;-0,799103181605562;-0,0127670146681644;-0,601058323696071;0,832051761378877;9,2696502546049e-05;0,167855542118575;0,000364440874207659;9,3025084852295e-08;0,000206183824822789;0,000933706816059757;0,584519125287505;0,000319012705720701
"relatório";-0,719053171621379;-1,23093458863631;-2,19779298507331;-0,274485136996611;-0,469886320692863;-0,838966480375513;0,178243022587569;0,227981961249277;0,593775016163154;0,000675865965514725;0,00198065354444605;0,00631410981076791;0,00130718954248366;1,45351781718012;0,00276171770569942
"próprio";-0,709103796201427;-1,1480756642278;-1,37319346896846;-0,368318834941573;-0,59632721378499;-0,71325667885181;0,287248229732976;0,328638751293581;0,384113018973444;0,000657291756584674;0,00172297742587204;0,00246491542904266;0,00130718954248366;1,12913729576099;0,001666602657096
"protetivas";0,174790227048133;-0,191380932093824;-1,16913571194981;0,145960049025954;-0,159814256796835;-0,976296608317788;0,0572192121789944;0,0299395260334769;0,912841261787529;3,99367627078925e-05;4,7877988456341e-05;0,00178676903654429;0,00130718954248366;0,623608221390186;0,000508349299065923
"processo";-0,665180979489182;-0,741949365625582;1,70343398972041;-0,337059097322636;-0,37595901137899;0,863160464036081;0,257634669716603;0,139898547509346;0,602466782774048;0,000495759927702171;0,000616794242187342;0,00325119031634149;0,00112044817927171;1,11841579596776;0,00140151696657726
"probatório";-0,152548936964992;-0,0674634528735893;-0,396778591925704;-0,354424178375163;-0,156741038848148;-0,921854515920974;0,285903273284078;0,0244049485182936;0,689691778197628;2,60741492091305e-05;5,09951537661289e-06;0,00017639579945159;0,00112044817927171;0,243481093975548;6,64235777294448e-05
"presente";-0,619802514132374;0,0796472450246812;-0,736042673315376;-0,641926573014044;0,082490280182671;-0,76231596371441;0,662217016756489;0,00477282152851899;0,33301016171499;0,000502163603300408;8,29239691506091e-06;0,000708181460053915;0,00130718954248366;0,650008128901956;0,000552301395606041
"perda";-0,264608666544031;-0,769511714452675;0,631046500889715;-0,256963909282687;-0,747279901928984;0,612815059784897;0,148827762147857;0,549346425885568;0,301825811966573;9,15264658956993e-05;0,000774050037490058;0,000520548609523075;0,00130718954248366;0,585366293131118;0,000447913329587014
"novo";-0,668153783860568;-0,625535379951743;-0,515812283519918;-0,635966049881499;-0,595400750932588;-0,490963470318345;0,626933008940115;0,239834710676932;0,133232280382951;0,000333467397861584;0,000292283482032771;0,000198739355241854;0,000746965452847806;0,720164130450151;0,000387403454556133
"mês";-0,743805061816002;-1,67907819444554;-0,867169350690156;-0,366245062430966;-0,826767831681286;-0,426988883628089;0,269627612198534;0,599691590740179;0,130680797061288;0,000723197346383146;0,00368536416086601;0,000982983899054101;0,00130718954248366;1,2224822703989;0,00195354627639169
"mau";-0,624655653487093;-0,202778511967546;2,24377999327747;-0,267184539949281;-0,0867346403241481;0,959734090141603;0,177090415493983;0,0081451217366736;0,814764462769342;0,000510058412331225;5,37504900859768e-05;0,00658110935716635;0,00130718954248366;1,26680208375976;0,0020977614632916
"longo";-0,717273394029463;-1,45812106268953;1,33176269225611;-0,341396613903252;-0,694013743722898;0,633871655415449;0,247958805681093;0,447236529004495;0,304804665314411;0,000576449436170919;0,00238220395905753;0,00198721777981539;0,00112044817927171;1,22930762779517;0,00169321820028614
"inclusive";-0,245126161388943;-1,40313810185823;-0,178088418065314;-0,170762670319194;-0,977470571652841;-0,124062048903466;0,0645617301627786;0,923286906338122;0,0121513634991015;6,73241848708999e-05;0,00220593449062893;3,55355570296986e-05;0,00112044817927171;0,823318182656741;0,000759498969068009
"histórico";-0,634605028907045;-0,285637436376049;1,41918047717263;-0,401489121793717;-0,180711337380257;0,897858506460538;0,34822222507627;0,0307907118750544;0,620987063048674;0,000526436003547857;0,00010665195432612;0,00263277545985349;0,00130718954248366;0,917784859134906;0,00110108372242782
"grave";-0,700003793459014;-1,03195560105534;-1,18266431664656;-0,407307268404089;-0,600458198809407;-0,688150231118004;0,337109700187756;0,319766156192043;0,343124143620201;0,000549025558383205;0,0011932015266661;0,00156716513822866;0,00112044817927171;1,02891711529059;0,00118618535589681
"dificuldade";-0,636303774262123;-0,219115158848142;0,151039749606727;-0,92256027502553;-0,31768936376909;0,21898860037182;0,932969086257635;0,0482862092676412;0,018744704474723;0,000453649852257952;5,37943449154582e-05;2,55607909930114e-05;0,00112044817927171;0,562207318868062;0,000354147976906235
"defesa";-0,613088564948901;-0,0257776685616332;2,07510528718471;-0,283321477978815;-0,0119124178353231;0,958951007308098;0,196627140235507;0,000151713529098537;0,803221146235394;0,000210575679815744;3,72262294943087e-07;0,00241235963748007;0,000560224089635854;1,17995951607235;0,000780002498358372
"dano";-0,653573374832572;-0,645280620482328;2,6654667585094;-0,231823984584695;-0,228882525475918;0,94544721148409;0,135938224513644;0,0578349205852031;0,806226854901151;0,000478608578476232;0,000466540144728356;0,00796046279072111;0,00112044817927171;1,51282668879969;0,00256430766425168
"curador";-0,694058184716242;-1,26478357240302;3,25582822983409;-0,19489703384318;-0,355161241727463;0,914262346689252;0,0971240533440167;0,140769147364872;0,76210679929111;0,000359825780595036;0,00119490381700881;0,00791814563001647;0,000746965452847806;1,90063228973287;0,00269834031803936
"casal";-0,717273394029463;-1,45812106268953;1,33176269225611;-0,341396613903252;-0,694013743722898;0,633871655415449;0,247958805681093;0,447236529004495;0,304804665314411;0,000576449436170919;0,00238220395905753;0,00198721777981539;0,00112044817927171;1,22930762779517;0,00169321820028614
"cabimento";-0,45114932541422;2,45223413912114;-0,286340598114053;-0,179756761269856;0,977072649546948;-0,114090070931165;0,0712316711172333;0,918536431102456;0,0102318977803124;0,000228051219968298;0,00673776165049997;9,18665973426486e-05;0,00112044817927171;1,44261142828777;0,00233179577930136
"apelo";1,36922745685151;-0,697706614063443;0,083435821447393;0,889682909982305;-0,453348819151808;0,0542140928087823;0,897141507091007;0,10167061263028;0,00118788027871237;0,00245069781515824;0,000636332704977614;9,10004745176635e-06;0,00130718954248366;1,23370335807752;0,00198957382448594
"adequado";-0,284507417383935;-0,935229563269682;-1,01815253131998;-0,20156888187528;-0,662594947781567;-0,721344523119079;0,0972497439123384;0,45864613933309;0,444104116754573;0,000105809765420231;0,00114333900132497;0,00135507787847489;0,00130718954248366;0,778601045855279;0,00079244390667573
"tutelar";-0,688396188802404;-0,93528685591209;-0,220631547857573;-0,582356739974241;-0,791216763267213;-0,186645816806937;0,542802702160441;0,437315386225257;0,0198819116143011;0,000530968417655658;0,000980124933156217;5,45414900952702e-05;0,00112044817927171;0,797412573619731;0,000712455812399823
"superar";-0,555334154494782;1,01989074499325;-1,02968319304265;-0,357809735788988;0,657130189177113;-0,663439603465656;0,270415876091511;0,398080337598539;0,331503786309949;0,00017277088131565;0,000582732286679485;0,000593976178170596;0,000560224089635854;0,911389276678653;0,000465339167308032
"sempre";-0,45114932541422;2,45223413912114;-0,286340598114053;-0,179756761269856;0,977072649546948;-0,114090070931165;0,0712316711172333;0,918536431102456;0,0102318977803123;0,000114025609984149;0,00336888082524998;4,59332986713242e-05;0,000560224089635854;1,44261142828777;0,00116589788965068
"ocorrer";-0,717273394029463;-1,45812106268953;1,33176269225611;-0,341396613903252;-0,694013743722898;0,633871655415449;0,247958805681093;0,447236529004495;0,304804665314411;0,000576449436170919;0,00238220395905753;0,00198721777981539;0,00112044817927171;1,22930762779517;0,00169321820028614
"necessário";0,0748898790700439;-0,253054703275033;0,105509357364921;0,263498526265385;-0,890367860190168;0,371232541941507;0,149451456455858;0,744770951220283;0,10577759232386;4,18935125088761e-06;4,7833189803634e-05;8,31538710854049e-06;0,000746965452847806;0,165325055057196;2,0416338995081e-05
"mérito";-0,555334154494782;1,01989074499325;-1,02968319304265;-0,357809735788988;0,657130189177113;-0,663439603465656;0,270415876091511;0,398080337598539;0,331503786309949;0,00017277088131565;0,000582732286679485;0,000593976178170596;0,000560224089635854;0,911389276678653;0,000465339167308032
"material";-0,624752892171299;-0,00998147613716568;-0,469917946438745;-0,799103181605562;-0,0127670146681644;-0,601058323696071;0,832051761378877;9,2696502546049e-05;0,167855542118575;0,000364440874207659;9,3025084852295e-08;0,000206183824822789;0,000933706816059757;0,584519125287505;0,000319012705720701
"joão";2,20847083906654;-0,354873336555707;-0,0310818193604965;0,987239228693768;-0,158636859888682;-0,0138943158447251;0,988787058266802;0,0111431040010336;6,98377321643644e-05;0,00546481058488211;0,000141103736692639;1,08244201093393e-06;0,00112044817927171;1,89542194689607;0,00402534941935608
"inserir";-0,694058184716242;-1,26478357240302;3,25582822983409;-0,19489703384318;-0,355161241727463;0,914262346689251;0,0971240533440168;0,140769147364872;0,76210679929111;0,000539738670892554;0,00179235572551322;0,0118772184450247;0,00112044817927171;1,90063228973286;0,00404751047705904
"indicar";-0,685565190845484;-0,770538497666624;-1,9588614367034;-0,309679377409203;-0,348063007593692;-0,884845085849654;0,224088329644962;0,123552180732484;0,652359489622554;0,000351073487132777;0,000443495481894557;0,00286620961957327;0,000746965452847806;1,2359609836405;0,0011410640919377
"ii";-0,636303774262122;-0,219115158848142;0,151039749606727;-0,92256027502553;-0,31768936376909;0,21898860037182;0,932969086257634;0,0482862092676411;0,018744704474723;0,000226824926128976;2,68971724577291e-05;1,27803954965057e-05;0,000560224089635854;0,562207318868062;0,000177073988453118
"hipótese";-0,584211359721841;0,497056538215807;0,522711047071027;-0,629387950287135;0,535493517129516;0,563131868344901;0,624452665649096;0,197292747029998;0,178254587320907;0,000382412227258311;0,000276823755947431;0,000306136513983293;0,00112044817927171;0,630936798891508;0,000446029405261022
"físico";-0,584211359721841;0,497056538215807;0,522711047071027;-0,629387950287135;0,535493517129516;0,563131868344901;0,624452665649096;0,197292747029998;0,178254587320907;0,000382412227258311;0,000276823755947431;0,000306136513983293;0,00112044817927171;0,630936798891508;0,000446029405261022
"existência";-0,721916435892108;-1,49678856074683;0,94694958474051;-0,377441865113014;-0,782570721429788;0,495096661694331;0,286552089186318;0,537638845645704;0,175809065167976;0,000486613763222375;0,00209185433761211;0,000837267521979668;0,000933706816059757;1,15093490814672;0,00123683581959916
"exercício";-0,0928288592751461;-0,571402971272536;-0,418866190688034;-0,129914150137552;-0,799679452904996;-0,586203962964772;0,0403271624577522;0,666893731473491;0,292779106068759;8,04593568097561e-06;0,00030485654115694;0,000163817820449584;0,000933706816059757;0,394502540086507;0,00014531489648432
