"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"classe 1";1,88476536184044;-0,200082450115428;-0,0158398465142689;0,994377724140481;-0,105560901857806;-0,00835689728095006;0,995080514123915;0,0048944245870625;2,50612890262126e-05;0,77348813951067;0,00871679974982793;5,46312343672203e-05;0,217740429505135;1,6124780199029;0,566143704053261
"classe 2";-0,592326963306399;-0,713102309934799;1,6592278218741;-0,311647322054942;-0,375192147259071;0,872987284724761;0,225703972562916;0,142777539489165;0,631518487947917;0,0760669056442212;0,110249449868959;0,596876921797744;0,216806722689076;1,06403894437087;0,245463991416448
"classe 3";-0,651764319155658;-1,04012128913855;-1,28238596641339;-0,367159831190028;-0,585933819500878;-0,72240931439567;0,286370996530813;0,318314079382746;0,395314924086438;0,102331984829977;0,260614278616959;0,396157378009645;0,240896358543417;1,03942148258219;0,260263707526581
"classe 4";-0,38502234510726;1,38260321154063;-0,145924248266352;-0,266892620949387;0,958403062965919;-0,10115284365905;0,149715412763495;0,84261614059031;0,00766844664619625;0,048112970015132;0,620419471764254;0,00691106895824268;0,324556489262372;0,849216260865208;0,234059837892378
