eca destituição do;0;3;1;7
eca destituição do poder;0;3;1;7
eca destituição do poder familiar;0;3;1;7
a mãe;0;5;0;2
com a mãe;0;5;0;2
restauração da;0;2;0;2
da convivência;0;3;2;9
do infante;0;3;0;6
lado da;0;2;0;2
família biológica;0;4;0;2
qualquer indício;0;4;0;0
indício de;0;4;0;0
de que;0;8;8;4
que o;0;6;7;5
o infante;0;5;6;1
maus tratos;0;5;0;2
seja por;0;2;1;2
restauração da convivência;0;2;0;2
lado da família;0;2;0;2
da família biológica;0;3;0;2
qualquer indício de;0;4;0;0
indício de que;0;4;0;0
de que o;0;2;1;1
que o infante;0;2;2;0
lado da família biológica;0;2;0;2
qualquer indício de que;0;4;0;0
de adoção;0;4;1;4
adoção e;0;3;0;1
dos autos;0;3;14;2
à adoção;0;2;1;3
autor apelante;0;4;0;0
de acolhimento;0;5;4;23
acolhida institucionalmente;0;3;4;0
desde o;0;8;1;1
o nascimento;0;5;1;1
a suspensão;0;1;1;5
suspensão do;0;1;1;10
desde o nascimento;0;5;0;1
a suspensão do;0;1;1;3
suspensão do poder;0;1;1;10
a suspensão do poder;0;1;1;3
suspensão do poder familiar;0;1;1;10
a suspensão do poder familiar;0;1;1;3
de acolhimento institucional;0;2;1;22
de convivência;0;4;4;6
dos menores;0;3;2;4
dos genitores;0;3;3;8
e o;0;3;3;6
pela família;0;4;0;0
em razão;0;7;2;3
razão da;0;4;0;1
em razão da;0;4;0;1
o retorno;0;1;2;2
que já;0;2;1;1
de família;0;3;0;4
sua guarda;0;1;3;0
seu nascimento;0;4;0;0
contexto em;0;2;4;0
em que;0;14;22;4
conselho tutelar;0;2;3;0
contexto em que;0;2;4;0
em que o;0;4;2;0
se a;0;3;1;2
inexistência de;0;4;1;0
exercer os;0;1;3;0
exercer os cuidados;0;1;3;0
pela genitora;0;2;1;1
convivência com;0;9;3;2
o genitor;0;1;2;1
negligência e;0;1;0;4
de negligência e;0;1;0;3
o art;0;3;0;5
art 25;0;3;1;0
25 parágrafo;0;2;2;0
parágrafo único;0;2;2;0
a existência;0;3;2;0
existência de;0;3;1;0
entre os;0;4;0;0
25 parágrafo único;0;2;2;0
a existência de;0;3;1;0
exercer a;0;1;7;0
a menor;0;3;1;0
de que a;0;2;5;2
exercer a guarda;0;1;5;0
exploração violência;0;1;3;0
violência crueldade;0;1;3;0
crueldade e;0;1;3;0
e opressão;0;1;3;0
que os;0;3;9;0
os menores;0;4;0;0
em acolhimento;0;2;2;0
em decorrência;0;7;2;0
situações de;0;1;1;2
negligência da;0;3;1;0
da genitora;0;4;4;2
cuidados com;0;4;2;0
exploração violência crueldade;0;1;3;0
violência crueldade e;0;1;3;0
crueldade e opressão;0;1;3;0
em que os;0;3;2;0
cuidados com os;0;2;2;0
exploração violência crueldade e;0;1;3;0
violência crueldade e opressão;0;1;3;0
exploração violência crueldade e opressão;0;1;3;0
o poder;0;3;4;3
familiar da;0;4;2;0
de drogas;0;5;0;1
drogas e;0;4;0;0
o filho;0;2;2;0
o poder familiar;0;3;4;3
poder familiar da;0;3;2;0
de drogas e;0;4;0;0
instrumento eca;0;2;2;18
familiar pedido;0;1;0;3
pedido de;0;4;2;11
acolhidos institucionalmente;0;3;2;1
decisão mantida;0;1;0;7
de instrumento eca;0;2;2;18
instrumento eca ação;0;1;0;9
de destituição do;0;3;3;15
poder familiar pedido;0;1;0;3
agravo de instrumento eca;0;2;2;18
de instrumento eca ação;0;1;0;9
instrumento eca ação de;0;1;0;9
ação de destituição do;0;2;2;15
de destituição do poder;0;3;3;15
agravo de instrumento eca ação;0;1;0;9
de instrumento eca ação de;0;1;0;9
instrumento eca ação de destituição;0;1;0;6
eca ação de destituição do;0;1;1;4
ação de destituição do poder;0;2;2;15
de destituição do poder familiar;0;3;3;15
agravo de instrumento eca ação de;0;1;0;9
de instrumento eca ação de destituição;0;1;0;6
instrumento eca ação de destituição do;0;1;0;4
eca ação de destituição do poder;0;1;1;4
ação de destituição do poder familiar;0;2;2;15
agravo de instrumento eca ação de destituição;0;1;0;6
de instrumento eca ação de destituição do;0;1;0;4
instrumento eca ação de destituição do poder;0;1;0;4
eca ação de destituição do poder familiar;0;1;1;4
agravo de instrumento eca ação de destituição do;0;1;0;4
de instrumento eca ação de destituição do poder;0;1;0;4
instrumento eca ação de destituição do poder familiar;0;1;0;4
agravo de instrumento eca ação de destituição do poder;0;1;0;4
de instrumento eca ação de destituição do poder familiar;0;1;0;4
caso dos;0;2;10;1
autos em;0;2;9;1
da negligência;0;4;1;1
negligência familiar;0;3;1;1
de origem;0;5;1;0
caso dos autos;0;2;10;1
dos autos em;0;2;9;1
autos em que;0;2;9;1
em que a;0;4;5;1
razão da negligência;0;3;0;1
da negligência familiar;0;3;0;1
família de origem;0;4;0;0
caso dos autos em;0;2;9;1
dos autos em que;0;2;9;1
autos em que a;0;1;4;1
em razão da negligência;0;3;0;1
