"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,728335108607783;55,7713213225652;55,7713213225652
"facteur 2";0,317885892122692;24,3417020873453;80,1130234099106
"facteur 3";0,259710240158194;19,8869765900894;100
