"";"X1";"X2";"dist"
"35";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";0,329670842086663
"36";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";0,291609720480033
"37";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_LEANDRO_FIGUEIRA_MARTINS";0,366439193126915
"38";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";0,408984334474531
"39";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,416383701188455
"40";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,303681657848325
"41";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,466442953020134
"42";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_MAURO_CAUM_GONÇALVES";0,353372027509234
"43";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,409760348583878
"44";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_ROBERTO_ARRIADA_LOREA";0,405786149334536
"45";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_ROSANA_BROGLIO_GARBIN";0,388470142832559
"46";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_RUI_PORTANOVA";0,41243986983588
"47";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,339471105461094
"48";"X.rel_GLAUCIA_DIPP_DREHER";"X.rel_VERA_LUCIA_DEBONI";0,425477985359991
"49";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";0,333012717751416
"50";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";0,371453357828128
"51";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_LEANDRO_FIGUEIRA_MARTINS";0,394223263075722
"52";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";0,386612576064909
"53";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,497032053818757
"54";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,349033774970824
"55";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,49698275862069
"56";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_MAURO_CAUM_GONÇALVES";0,414052410115402
"57";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,478458417849899
"58";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_ROBERTO_ARRIADA_LOREA";0,421878346541015
"59";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_ROSANA_BROGLIO_GARBIN";0,445305039787798
"60";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_RUI_PORTANOVA";0,370770676691729
"61";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,369734629424552
"62";"X.rel_JANE_MARIA_KÖHLER_VIDAL";"X.rel_VERA_LUCIA_DEBONI";0,46344217271895
"63";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";0,276518074890568
"64";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_LEANDRO_FIGUEIRA_MARTINS";0,33011707421861
"65";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";0,382839856618942
"66";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,38547240635732
"67";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,261075063649791
"68";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,382888349514563
"69";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_MAURO_CAUM_GONÇALVES";0,291454673041231
"70";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,335957377405676
"71";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_ROBERTO_ARRIADA_LOREA";0,3014971630537
"72";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_ROSANA_BROGLIO_GARBIN";0,285767630427825
"73";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_RUI_PORTANOVA";0,349287468256134
"74";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,283153432616254
"75";"X.rel_JOSÉ_ANTÔNIO_DALTOE_CEZAR";"X.rel_VERA_LUCIA_DEBONI";0,337313242445986
"76";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_LEANDRO_FIGUEIRA_MARTINS";0,276002162741224
"77";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";0,387137417714774
"78";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,395283190675651
"79";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,257660652946847
"80";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,37512128072445
"81";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_MAURO_CAUM_GONÇALVES";0,226574853831994
"82";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,420840336134454
"83";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_ROBERTO_ARRIADA_LOREA";0,300204604041606
"84";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_ROSANA_BROGLIO_GARBIN";0,303383421235944
"85";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_RUI_PORTANOVA";0,306179856483057
"86";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,34859909333282
"87";"X.rel_JOÃO_RICARDO_DOS_SANTOS_COSTA";"X.rel_VERA_LUCIA_DEBONI";0,376766696671771
"88";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";0,388758782201405
"89";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,359402720283856
"90";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,343118728973071
"91";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,436182669789227
"92";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_MAURO_CAUM_GONÇALVES";0,360361388802818
"93";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,415633423180593
"94";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_ROBERTO_ARRIADA_LOREA";0,384403831462655
"95";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_ROSANA_BROGLIO_GARBIN";0,384579355071158
"96";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_RUI_PORTANOVA";0,369434615951644
"97";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,332005215879455
"98";"X.rel_LEANDRO_FIGUEIRA_MARTINS";"X.rel_VERA_LUCIA_DEBONI";0,386327314362045
"99";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";0,507405448294102
"100";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,367642793157872
"101";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,524978495335142
"102";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_MAURO_CAUM_GONÇALVES";0,450187434560655
"103";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,466331658291457
"104";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_ROBERTO_ARRIADA_LOREA";0,367264790830796
"105";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_ROSANA_BROGLIO_GARBIN";0,46017116524029
"106";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_RUI_PORTANOVA";0,413608300463042
"107";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,310916442048518
"108";"X.rel_LISELENA_SCHIFINO_ROBLES_RIBEIRO";"X.rel_VERA_LUCIA_DEBONI";0,479877262418286
"109";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";0,417360044674019
"110";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,443845835060091
"111";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_MAURO_CAUM_GONÇALVES";0,386179079438168
"112";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,380292837356549
"113";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_ROBERTO_ARRIADA_LOREA";0,358331060812653
"114";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_ROSANA_BROGLIO_GARBIN";0,397283531409168
"115";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_RUI_PORTANOVA";0,441433066361556
"116";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,403191994857031
"117";"X.rel_LUIZ_AUGUSTO_GUIMARAES_DE_SOUZA";"X.rel_VERA_LUCIA_DEBONI";0,318421052631579
"118";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";0,395286602209945
"119";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_MAURO_CAUM_GONÇALVES";0,294484479220089
"120";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,392880467276825
"121";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_ROBERTO_ARRIADA_LOREA";0,369828972622289
"122";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_ROSANA_BROGLIO_GARBIN";0,343659870711089
"123";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_RUI_PORTANOVA";0,311356868708089
"124";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,299977982290203
"125";"X.rel_LUIZ_FELIPE_BRASIL_SANTOS";"X.rel_VERA_LUCIA_DEBONI";0,400714650331802
"126";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_MAURO_CAUM_GONÇALVES";0,404614767255217
"127";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,506438165817508
"128";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_ROBERTO_ARRIADA_LOREA";0,424006746626687
"129";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_ROSANA_BROGLIO_GARBIN";0,445276497695853
"130";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_RUI_PORTANOVA";0,43718112244898
"131";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,44209219038817
"132";"X.rel_MANUEL_JOSÉ_MARTINEZ_LUCAS";"X.rel_VERA_LUCIA_DEBONI";0,39174970385339
"133";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_RICARDO_MOREIRA_LINS_PASTL";0,39986954459203
"134";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_ROBERTO_ARRIADA_LOREA";0,372582025717377
"135";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_ROSANA_BROGLIO_GARBIN";0,343836182786546
"136";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_RUI_PORTANOVA";0,259635419015577
"137";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,372467268290404
"138";"X.rel_MAURO_CAUM_GONÇALVES";"X.rel_VERA_LUCIA_DEBONI";0,384861486428584
"139";"X.rel_RICARDO_MOREIRA_LINS_PASTL";"X.rel_ROBERTO_ARRIADA_LOREA";0,422025805140709
"140";"X.rel_RICARDO_MOREIRA_LINS_PASTL";"X.rel_ROSANA_BROGLIO_GARBIN";0,397126592572513
"141";"X.rel_RICARDO_MOREIRA_LINS_PASTL";"X.rel_RUI_PORTANOVA";0,412308184143222
"142";"X.rel_RICARDO_MOREIRA_LINS_PASTL";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,360674704664474
"143";"X.rel_RICARDO_MOREIRA_LINS_PASTL";"X.rel_VERA_LUCIA_DEBONI";0,401411764705882
"144";"X.rel_ROBERTO_ARRIADA_LOREA";"X.rel_ROSANA_BROGLIO_GARBIN";0,344020297543536
"145";"X.rel_ROBERTO_ARRIADA_LOREA";"X.rel_RUI_PORTANOVA";0,445719797443935
"146";"X.rel_ROBERTO_ARRIADA_LOREA";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,368435343844632
"147";"X.rel_ROBERTO_ARRIADA_LOREA";"X.rel_VERA_LUCIA_DEBONI";0,335746431963005
"148";"X.rel_ROSANA_BROGLIO_GARBIN";"X.rel_RUI_PORTANOVA";0,361577708006279
"149";"X.rel_ROSANA_BROGLIO_GARBIN";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,376318782880705
"150";"X.rel_ROSANA_BROGLIO_GARBIN";"X.rel_VERA_LUCIA_DEBONI";0,422902817992741
"151";"X.rel_RUI_PORTANOVA";"X.rel_SANDRA_BRISOLARA_MEDEIROS";0,359077439933564
"152";"X.rel_RUI_PORTANOVA";"X.rel_VERA_LUCIA_DEBONI";0,38895159833845
"153";"X.rel_SANDRA_BRISOLARA_MEDEIROS";"X.rel_VERA_LUCIA_DEBONI";0,362698280180331
