posto;0;4;0;0;0;0
período;1;0;2;1;0;0
objectivo;2;0;0;1;0;1
norma;1;3;0;0;0;0
necessário;1;0;1;0;1;1
necessidade;0;2;1;0;1;0
narrar;0;0;1;0;1;1
mês;0;0;0;2;1;1
menino;2;1;0;0;1;0
local;0;1;0;0;2;0
legal;0;2;1;0;0;1
lado;0;0;0;1;1;2
junto;2;0;0;1;0;0
infância;3;0;1;0;0;0
inexistir;0;0;0;0;0;4
indício;3;0;0;0;1;0
indeferir;0;0;1;0;0;2
grau;0;0;1;0;2;1
físico;0;0;0;0;2;2
formação;0;0;1;0;0;3
extenso;3;0;0;0;0;0
existência;0;0;1;0;2;0
exame;0;0;0;0;1;3
doutrina;4;0;0;0;0;0
diverso;0;0;2;0;1;0
devido;0;0;1;2;1;0
determinação;1;0;0;0;0;3
destituir;0;0;0;0;3;1
desenvolver;0;3;1;0;0;0
consolidado;0;3;0;1;0;0
conselho;0;0;3;0;1;0
comprovar;0;0;0;1;3;0
comarca;0;0;1;0;1;1
colocar;0;0;4;0;0;0
benefício;0;0;3;0;0;1
avaliação;0;1;1;1;1;0
atual;0;0;0;2;1;1
aptar;0;0;0;0;0;4
afastamento;0;1;0;0;1;2
viver;0;0;0;3;0;0
usuário;0;1;0;2;0;0
tramitação;0;0;2;1;0;0
solução;1;0;2;0;0;0
sogro;0;0;1;2;0;0
rol;0;0;0;0;0;3
restauração;0;0;0;0;1;2
respeitado;3;0;0;0;0;0
requerido;0;2;0;0;0;1
reintegração;3;0;0;0;0;0
redução;1;0;0;0;0;2
recorrido;0;1;1;0;0;1
recomendado;0;1;0;0;0;2
receber;0;0;0;0;1;2
psíquico;0;0;0;0;3;0
proporcionar;0;0;1;2;0;0
promover;0;0;0;2;0;1
priorizam;3;0;0;0;0;0
prioritário;2;0;0;0;1;0
prevalecer;1;1;0;0;0;1
preservação;3;0;0;0;0;0
ppa;0;0;0;0;0;3
posterior;0;0;0;0;1;2
pessoal;0;2;0;0;0;1
pessoa;0;0;2;1;0;0
perspectiva;2;0;0;0;1;0
perpetrar;0;1;0;0;1;1
permanecer;1;0;1;0;1;0
passo;0;3;0;0;0;0
parente;0;0;1;0;2;0
olvidar;0;3;0;0;0;0
oferecer;0;2;0;0;0;1
observância;1;0;0;0;1;1
nortear;0;3;0;0;0;0
nomear;0;3;0;0;0;0
nascer;0;0;1;2;0;0
nacional;1;0;0;0;0;2
mudança;0;0;1;0;0;2
motivo;0;0;0;0;1;2
manifestar;0;0;1;1;0;1
liça;0;3;0;0;0;0
interessado;0;0;0;0;2;1
integrante;0;3;0;0;0;0
informar;0;0;2;0;0;1
indeferimento;0;0;0;0;2;1
inclusão;0;0;0;0;0;3
inc;2;0;0;0;1;0
habilitação;3;0;0;0;0;0
habilitado;0;1;0;0;0;2
fundamental;1;0;0;0;2;0
expor;1;0;1;0;1;0
evidente;0;0;0;0;2;1
estímulo;1;0;0;1;1;0
estágio;0;0;0;0;2;1
estudo;0;0;0;0;2;1
drástico;0;0;0;0;2;1
ditame;3;0;0;0;0;0
dificuldade;0;0;0;1;2;0
desejo;0;0;1;0;1;1
denotar;0;0;1;0;2;0
decorrente;0;1;0;0;1;1
dano;1;1;0;0;1;0
cotejo;0;3;0;0;0;0
contraindica;0;0;2;0;0;1
comportamento;0;1;1;0;0;1
causar;0;0;0;0;2;1
busca;0;0;1;0;1;1
auxílio;0;2;1;0;0;0
autorização;0;0;0;0;1;2
autor;0;2;0;0;1;0
atuante;0;3;0;0;0;0
atinente;0;3;0;0;0;0
apto;0;0;0;0;2;1
alto;0;0;0;3;0;0
alimento;1;0;0;0;0;2
ajuizado;0;0;0;0;0;3
afinidade;0;0;0;0;3;0
afetividade;0;0;0;0;3;0
acordo;1;0;0;2;0;0
abuso;0;1;1;0;1;0
abrigamento;0;0;1;1;0;1
