"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"afetivo";0,999531830415516;0,38931026516654;0,228862215070616;1,82082004297995;1,08028531672234;0,41919479048547;0,163273274621467;0,0959827845169122;0,763635787478047;0,453062086896917;0,262153929382698;0,0329782874498188;0,00911869817205569;0,538451438473794;0,157297646521632;0,0030493070699644;0,000462593592731538;0,000159865995659633;0,0101191015311023;0,00356192564394691;0,00305216426193119;1,2042675954765;0,00442643309008389
"abandono";1,81568734828189;-0,82582623792983;0,264481877882667;-0,3512453411814;0,555293070949817;0,857794890269596;-0,390149508844181;0,1249505888948;-0,165940716159922;0,262340077058749;0,79565498697793;0,136487627102713;0,0112009801355376;0,0184294840361919;0,0382269217476281;0,0100621326342453;0,00208154237729931;0,000213500915930011;0,000376555545704224;0,000941136054687476;0,00305216426193119;1,25569229736671;0,00481254012273226
"unânime";-0,352342958595846;2,08935324520336;-4,06565162589278;-1,70110244404044;-0,749062909630097;-0,0712219587355092;0,422338028853488;-0,821823354967155;-0,343857724749634;-0,151414201244674;0,00739394069460605;0,215596540763061;0,65317059830855;0,10667314109778;0,0171657791360056;0,000344466039045711;0,0121126442376299;0,0458643816401905;0,00802927171232068;0,00155686804268454;0,00277469478357381;2,5277386716108;0,0177288090786813
"tentativa";1,94783702298022;-0,644397916147037;-1,04109378829494;-0,537147301231831;-0,219073762139649;0,820936241489735;-0,27158822687135;-0,438779842213647;-0,226386335918871;-0,0923309233668704;0,7497036935299;0,0680402573380904;0,142097246161151;0,0352874756160252;0,00487132735483262;0,0105273836517548;0,00115218833056227;0,00300742584912961;0,000800574981189343;0,00013316679594345;0,00277469478357381;1,387753554785;0,00534367349838623
"relação";-0,526504039335554;0,0100094108820256;0,860218716488355;-0,500646221865996;1,76235242644097;-0,251751154305566;0,00478606155927829;0,411318885804741;-0,239387079370834;0,842679684299565;0,110056279729915;3,2983878549875e-05;0,194917450186387;0,061591768818781;0,633401517386367;0,000307665375623368;1,11196788241079e-07;0,000821283285457129;0,000278187169221638;0,00344715435625126;0,00110987791342952;0,979036426723384;0,00106383165910243
"razão";0,0676832000905518;-0,123249683579217;-0,609751090715731;-0,165815922386837;-0,937785335623567;0,0593962755575354;-0,108159368328569;-0,535095027380584;-0,145513926716511;-0,82296576009988;0,00625299426188567;0,01719377197585;0,336707636750433;0,0232288709465456;0,616616726065285;1,27109200180291e-05;4,21489581087048e-05;0,00103162151117931;7,62900114234117e-05;0,0024401812866554;0,00277469478357381;0,528009123093739;0,000773567242148221
"prova";-0,149693288700544;1,08608518480796;0,773986269672722;0,717719312234557;-1,09886635929165;-0,0797452058245307;0,578583631619885;0,412321052708542;0,382346294715198;-0,585392469869939;0,0095880256436275;0,418529024802401;0,170064071913093;0,136421609502347;0,265397268138527;6,2175584578203e-05;0,00327297732702372;0,0016621940778077;0,0014293035825595;0,00335046413868725;0,00277469478357381;0,943066447376154;0,00246774229790977
"proteger";-0,229230602112914;1,52416595666079;-1,12200977592591;-1,64253321241751;-1,56645307028158;-0,077334170886427;0,514198843719913;-0,378525794321979;-0,554131703903819;-0,528464996846507;0,00914741111829403;0,335344198394691;0,145401143766045;0,290690410239106;0,219416836481864;0,000116640774572806;0,00515667450264971;0,00279446378972989;0,00598871332717995;0,00544678184549298;0,00221975582685905;1,47852289296338;0,00485245270813939
"possível";-1,10450365411769;0,0973034911686418;-2,04216660550785;-0,8716397118755;-0,473604469403116;-0,437143672961533;0,0385110591195092;-0,808254646693967;-0,34498010371253;-0,187444556216757;0,266347908054781;0,00171413529121108;0,604113929007808;0,102668772597171;0,0251552550490295;0,00236945012589214;1,83895077012324e-05;0,00810019731203111;0,00147566329390367;0,000435657145968438;0,00194228634850166;1,32022231572795;0,00338537978374652
"fato";2,37692287225177;-1,04288084703274;-1,04867387663668;-0,306125685038798;0,195186194111256;0,842007899403265;-0,369433068943486;-0,371485208179865;-0,108442830864224;0,0691433109650889;0,767752635732578;0,122555778960966;0,0991501940797234;0,00788206575661761;0,00265932547011334;0,0109734562664915;0,00211243152823366;0,00213596512119352;0,000182017354407135;7,39965462268197e-05;0,00194228634850166;1,67343554344734;0,00543915250458112
"acolhido";0,430554069284715;0,00130143514170003;0,326683921032862;1,5149977406267;-0,409751838503537;0,25938801354027;0,000784051760834337;0,196811270354584;0,912712902962467;-0,246855675085078;0,105146508327823;7,9663208298279e-07;0,0401621090559467;0,805773177044817;0,0489174089393287;0,000462927652385862;4,22963397682186e-09;0,000266509838610612;0,00573167685542064;0,000419275561157952;0,00249722530521643;0,819096043099317;0,00167543422596798
"vulnerabilidade";0,536494979429442;0,347540456356678;-0,878743803873468;0,0638143059723201;1,10535382895122;0,345824990949357;0,22402479013299;-0,566438791924076;0,0411347405502039;0,712511752299011;0,188068869477551;0,0654439642510987;0,334758547037779;0,00164691455349986;0,410081704680071;0,000718768525687286;0,00030162578225346;0,00192833408868316;1,01693648225749e-05;0,00305112757619151;0,00249722530521643;0,763153257929306;0,00145439124744534
"visitação";0,101069337615972;1,05568540382432;1,15515767197542;0,523068306128595;1,96093643620969;0,0394070748234853;0,411613202182422;0,450397577407937;0,203945057557654;0,764571834431439;0,00257679806267359;0,233122319341513;0,223329252890583;0,0427176876018557;0,498253942103372;1,41717688764307e-05;0,00154615936715833;0,00185126144162552;0,000379578874689564;0,00533472767321693;0,0013873473917869;1,2282415477846;0,00209292078205369
"técnica";-0,372167866076511;0,731457910027017;0,122839143777907;-1,10323529905025;-0,16196958113109;-0,267754196877105;0,526243512943231;0,0883759703223891;-0,793716783175855;-0,116528155886947;0,101920606176573;0,326464685818338;0,0073668079420891;0,554331972716249;0,00991592734674878;0,00034588798137056;0,00133609213853214;3,76817694774706e-05;0,00303944315361664;6,55125712835811e-05;0,00249722530521643;0,719138319235514;0,00129146484454382
"realizar";2,29174503209891;-1,10854756193022;-0,15512582297705;-0,127877649373219;1,17676345445364;0,815048487835638;-0,394249797158984;-0,0551697792166291;-0,0454790926956483;0,418510462838994;0,749387941428132;0,145397199144684;0,00227805304979771;0,00144415154586121;0,101492654831524;0,00437188842298839;0,00102292816070596;2,0031094024118e-05;1,36121197635016e-05;0,00115269608302247;0,000832408435072142;1,63311777501614;0,00222009461743091
"provisório";-0,312310978509215;0,454889876902651;1,23867182762582;-0,122987170896108;0,401591610223027;-0,22000428318553;0,320442533829687;0,872569734306951;-0,0866370580476288;0,282897113518643;0,0707158043050596;0,124402126051454;0,7380334340564;0,00678751782625679;0,0600611177608257;0,000243574729654953;0,000516737847107819;0,00383151250526777;3,77726409115585e-05;0,00040274206232345;0,00249722530521643;0,724491952480873;0,00131076506739343
"nulidade";3,29837132826559;-2,19214514556274;-0,826201194640805;0,0564732077882882;-0,42413483961212;0,810764550385115;-0,538845810988682;-0,20308648524811;0,0138815404223614;-0,104255542604903;0,70592379721023;0,258565523440935;0,0293867730870993;0,00012808345110555;0,00599582281062875;0,00905598231336669;0,00400013901710402;0,00056820900168637;2,65473629125902e-06;0,000149742254860821;0,000832408435072142;2,42172705001243;0,00488187727921357
"impossibilidade";0,864664558090044;-0,358252091896635;0,120696157353298;1,00997709866674;0,399739622572027;0,600925002392107;-0,248978216078962;0,0838814751543171;0,701914383738488;0,27781124067456;0,474042046945196;0,0674795680392882;0,00612815821058145;0,400307731751907;0,0520424950530256;0,0018670375089216;0,000320505286385914;3,63784854602298e-05;0,00254730401178734;0,000399036041255893;0,00249722530521643;0,774718243263942;0,00149880555161313
"falta";-0,312915602904101;1,16233794715326;-0,328658739544966;3,31453164730123;-1,01525984627668;-0,0849328971508074;0,315486758742112;-0,08920596692662;0,899644418145575;-0,275566188789851;0,0113603474317152;0,129979626254817;0,00831474777208135;0,788916233986884;0,0614290445545027;0,000244518748853366;0,00337382506396562;0,000269741704693;0,0274348169724341;0,00257402136491556;0,00249722530521643;1,81107305626645;0,00819086307885926
"especial";2,00336269400261;-1,55464154596822;-1,37337622332945;-0,185618091046951;-0,354091915485059;0,688104873378137;-0,533980405714522;-0,471720310597649;-0,0637551619678843;-0,121621698057212;0,545695068437604;0,272498853023885;0,170149801324601;0,00289948486096628;0,00875679235294069;0,00779529261544109;0,00469433195204026;0,00366346719080094;6,69196809288009e-05;0,000243525969001982;0,00194228634850166;1,67297374402686;0,00543615095377987
"equipa";-0,641083198763236;0,572920974541401;-0,857424083133644;-1,07309233885643;-0,439214647586932;-0,381838109818654;0,341239736771113;-0,510693763069054;-0,63914878929957;-0,261602380413027;0,207280778425069;0,1372754763698;0,246004543896056;0,359462678581964;0,0499765227271134;0,00102632880400348;0,00081968534617792;0,00183590025666985;0,00287562278285551;0,000481738501635466;0,00249722530521643;0,868639225634804;0,00188424165893532
"desenvolvimento";-0,665535748722485;0,189613083888476;0,736119368358977;1,29475405548558;-1,24078788267962;-0,32333838108571;0,0921200516949743;0,357630142795342;0,629032596683895;-0,602814117838896;0,166475934980269;0,0112051729621938;0,135122200396169;0,389971279460102;0,297225412201264;0,0011061155647748;8,97830450153395e-05;0,00135317578253579;0,00418631869527391;0,00384461463047757;0,00249722530521643;1,00623684170972;0,00252847204065639
"decorrência";2,21480811463399;-0,870694065749637;-0,900546807113694;0,375008109840733;-0,0163895303025529;0,861110970015261;-0,338523326960135;-0,350129986202426;0,145802065242075;-0,00637220183711407;0,796422384488366;0,102064729744825;0,0873585386551772;0,0141319451305745;2,2401981056164e-05;0,0122498265432401;0,00189316687158288;0,00202521114490123;0,000351187497784926;6,70796429479664e-07;0,00249722530521643;1,53097794522851;0,00585323008295921
"confirmar";3,29837132826559;-2,19214514556274;-0,826201194640805;0,0564732077882882;-0,42413483961212;0,810764550385115;-0,538845810988682;-0,20308648524811;0,0138815404223614;-0,104255542604903;0,70592379721023;0,258565523440935;0,0293867730870993;0,00012808345110555;0,00599582281062875;0,0181119646267334;0,00800027803420804;0,00113641800337274;5,30947258251804e-06;0,000299484509721641;0,00166481687014428;2,42172705001243;0,00976375455842715
"concreto";0,546200191436483;-0,071902707262136;1,38343574684191;-0,946892519336551;-1,10196128506038;0,262537898881832;-0,0345609283637753;0,664965556417478;-0,455135637795637;-0,529671364024996;0,108440523382049;0,00155830214776102;0,461559217714657;0,201715214845153;0,226726741910379;0,00074500883521844;1,291065310894e-05;0,00477942569110997;0,0022390258014927;0,00303242732074009;0,00249722530521643;1,02320016830119;0,00261444152600005
"autorizar";-0,240134419086119;0,533880846538037;2,01476058726554;-1,23356844137222;-1,29562598375988;-0,0870927812037808;0,19362975092609;0,730720334354861;-0,447394866480138;-0,46990211047199;0,012035207931163;0,0493295016074192;0,562099498788969;0,196571544175158;0,179964247497287;0,000112001047338733;0,000553607466176803;0,00788424571808829;0,00295555984929145;0,00326041254954393;0,00194228634850166;1,35030591936919;0,00354142134605557
"ausência";-0,00667306000516224;1,55350786344818;-0,853341158950824;-1,24137832454885;0,946526291772279;-0,00282529752834536;0,657737518240483;-0,361294917976766;-0,525585429979077;0,400748440833644;1,14224946403817e-05;0,513347072274596;0,123930391723381;0,24466316852068;0,118047944986703;6,17782045400887e-08;0,00334820571836202;0,00101025406986617;0,00213793027838474;0,00124294120562733;0,0013873473917869;1,21800509792459;0,00205818038092438
"ausente";0,640442350001448;0,163597901050148;1,17065634191258;-0,729897085648122;0,770067587184686;0,37395131793118;0,0955240556911006;0,683540808788978;-0,426183523203339;0,449638892748342;0,207579169383066;0,0112318789628921;0,460154912086524;0,166876937563072;0,154157102004446;0,000569043290337649;3,71313446559573e-05;0,00190127118598799;0,000739108983958965;0,00082270267596066;0,0013873473917869;0,867146977988252;0,0010432073826778
"ambiente";-0,298656650347543;1,05724375713054;0,166756054974763;4,13565898580864;-1,03727004695933;-0,067781396893443;0,239945966821058;0,0378459958399589;0,938605394545285;-0,235412848355509;0,00732712777080049;0,0761400081384436;0,00151556351845577;0,869617366331162;0,0453999342411372;0,000222741995885497;0,00279130945003427;6,94417971245046e-05;0,0427117306387618;0,00268683750079663;0,00249722530521643;2,15233498434543;0,0115685108111918
"reunir";-0,397082354359062;0,723533829709645;0,2858176324564;0,596935906147351;-0,610341089497638;-0,325115375244286;0,592400971651534;0,23401620799163;0,488747583450645;-0,499723219026751;0,149048375216554;0,410352447918615;0,0512348698911456;0,20848309824659;0,180881208727092;0,00034999865958565;0,00116204484513719;0,000181335669307396;0,000790971090006568;0,000826895106613017;0,00221975582685905;0,634485238483118;0,00089361047248164
"recorrente";0,0893430538433572;1,7120489355167;-1,04751393779168;-0,288854661285678;1,71872730265171;0,0335917929396252;0,643707494543613;-0,393851226099385;-0,108605488106175;0,646218471237643;0,00168557510404512;0,513253766297652;0,153733202920759;0,0109052257278442;0,320422229949701;1,77184933852542e-05;0,00650635195916504;0,00243570577107179;0,00018520980099104;0,00655721096754811;0,00221975582685905;1,34242891003551;0,00400025611209571
"questão";-0,0456097107178893;1,12240936881263;0,456549364120098;-1,12692502130914;0,676578057957956;-0,0255044223774993;0,627638329033113;0,255297120622399;-0,630163429648052;0,378334619753239;0,000942908832606445;0,47351191295718;0,0626833337666216;0,356282498345359;0,10657934609823;2,88602346249937e-06;0,00174778411653492;0,000289174974859136;0,00176187569874112;0,000635069184947501;0,0013873473917869;0,91627750191744;0,00116476756453949
"possuir";-0,0195997239482071;1,77429544682076;-0,495344576760357;4,53771132022906;-1,06491281612166;-0,00391066888563823;0,354019373749714;-0,0988344850736312;0,905394714686859;-0,212478575051835;2,38591389923618e-05;0,162136207066823;0,0101109326161882;0,79154928712296;0,0361797140550359;8,52717378126352e-07;0,00698806733098534;0,000544653162543611;0,0457066016109543;0,00251729035724788;0,00221975582685905;2,47529593367947;0,0136006436388238
"observar";-1,01555631103415;-0,246724503141229;-0,141782992596422;0,063066828164818;-0,888048489481837;-0,735806528077232;-0,178760643871204;-0,102726801447907;0,0456941514366088;-0,643422593814092;0,68632292531761;0,0335906438509927;0,0088754482813867;0,00163821856480729;0,269572763985202;0,00228935542925923;0,0001351231530528;4,46224572466085e-05;8,82891190848097e-06;0,00175056630337619;0,00221975582685905;0,756213304349925;0,00126938637441916
"neto";-0,224654492507236;0,984242542335278;0,199767958696714;3,33265161838796;0,480295237641631;-0,0638069532134632;0,27954712656131;0,056738615159008;0,946548379772126;0,136414702483021;0,0064104284642188;0,102031526257615;0,0033630245627524;0,873144359917419;0,0150506607979941;0,000112030279697411;0,00215035156968393;8,8584322579028e-05;0,0246538663918844;0,000512061077250234;0,00221975582685905;1,73091657268559;0,00665054868279162
"negar";0,0220040553301486;2,02318797278161;-2,30282570712059;-1,39163380545908;1,08472096237833;0,00622118772184113;0,572014203127373;-0,651075940308588;-0,393455434188032;0,306682228867408;5,5549277208738e-05;0,389420401257504;0,403660846583276;0,137522029508567;0,0693411733734472;1,07475793778522e-06;0,00908610338115018;0,011771378995284;0,00429887824305556;0,00261180813811979;0,00221975582685905;1,82124377147733;0,00736277219788004
"ministério";-0,910241575233306;0,017243590335289;-0,36684816100398;0,25232679756501;-0,899446256074712;-0,671753654470498;0,0127256819937648;-0,270732077610322;0,186215893667226;-0,663786763819406;0,603434213562631;0,000179574746614832;0,0650295606509973;0,0287007154499395;0,302655935589818;0,0013793669122362;4,9501899165029e-07;0,000224047014259715;0,000105996913600578;0,00134684278729215;0,00166481687014428;0,722846795882962;0,000869879284658597
"maior";1,15445863851766;0,804140691195017;-3,05778550024231;-1,18423909115239;-0,716289618445652;0,317214489200388;0,220956446677212;-0,8401980228492;-0,32539736449405;-0,196817311468628;0,144803310687751;0,0582584718337147;0,67399597453584;0,0943082961326553;0,0286339468100399;0,00295843451287026;0,00143538790507347;0,0207548327757872;0,0031130349056902;0,00113889193672146;0,00221975582685905;1,87151662550472;0,00777486010996795
"atendimento";-1,13156353788068;-0,346698693960611;-1,34537354406264;-0,432824561429907;1,13855102691533;-0,522268043718676;-0,160017217410306;-0,620951087063521;-0,199768222820933;0,525493087745337;0,380761739798213;0,0296396519243457;0,357110576239204;0,0344801054412021;0,198007926597033;0,00142112768064489;0,000133407307873466;0,00200891228974879;0,000207921310740279;0,00143873300875688;0,00110987791342952;1,13124546437022;0,00142032885755626
"apelação";1,60190936158955;-0,64512863171589;0,281206284045545;0,309749141858797;-0,361287614673468;0,883449286963688;-0,355786939857647;0,155084611580789;0,170825931275683;-0,199249279157324;0,830423108378615;0,111683613213035;0,016978335966723;0,0192173344225178;0,0216976080191102;0,00569614562208264;0,000923842289588494;0,000175531574221318;0,000212973431481157;0,000289741932333949;0,00221975582685905;1,08440817734799;0,00261030209788942
"vez";-1,6015821970961;-0,815147460392426;-2,18950636553367;-0,411572960674465;0,0585480216920507;-0,559423357430988;-0,284726272507831;-0,764781854059202;-0,143760044227381;0,0204504838560865;0,400585030046073;0,086048218830107;0,496718353965168;0,0163734160459061;0,000274981112744772;0,00213518218706035;0,00055310658894358;0,00399051453222457;0,000141003580986414;2,85338860492745e-06;0,000832408435072142;1,5610126850476;0,00202838008008838
"tio";0,0768042168787941;0,854571643580526;1,50892212415077;-0,783186227236894;2,17193214345098;0,0265892159267069;0,295848208332909;0,522380903107777;-0,271134952650944;0,751911484645556;0,00119777724548617;0,122963483689639;0,306733431675514;0,0770877532140092;0,49201755417535;9,82056780859851e-06;0,00121580359713416;0,00379053159281633;0,00102116648146542;0,00785342270103589;0,00166481687014428;1,36899415373393;0,00312010820137239
"risco";-0,157327768191802;0,461593456576785;0,808205515875568;-0,355987170705744;3,73773558138946;-0,0406375566066275;0,119228985680516;0,208758426936697;-0,0919510202620519;0,96545220856463;0,00313732751302069;0,0223945147635407;0,0549305879458681;0,00994184905514956;0,909595720722419;4,12075915275475e-05;0,000354720065185079;0,00108745197984189;0,000210977023929657;0,0232586025688981;0,00166481687014428;1,73272647130009;0,00499834798725426
"retorno";-0,125884715911273;0,929269469172423;0,941168554871896;-1,19248928788316;-0,157108145692143;-0,0702412051038094;0,518514157245703;0,525153613935215;-0,665385658997194;-0,0876632671818482;0,00716262421004257;0,323655335344461;0,265633294343184;0,397818071776794;0,00573067432551377;3,07793373752588e-05;0,00167724534526969;0,00172047384593717;0,0027619908190934;4,79413945892798e-05;0,00194228634850166;0,917574801387154;0,00163529539760952
"processo";1,1010220018959;0,215194944751296;0,451099194170652;0,512586933834505;2,22518517131811;0,426118042291541;0,0832848466339078;0,174584617898911;0,198381631224145;0,861192189897661;0,296271614893468;0,00938502544060209;0,0329961815925607;0,0397449989288513;0,621602179144516;0,00235453555510878;8,99450748406193e-05;0,000395236787144807;0,000510326735062435;0,00961713188861765;0,00194228634850166;1,24783031621998;0,00302429619493441
"pretendente";2,19090092065553;-1,21058554280737;0,00582277892310536;-0,271181081143549;0,0734495048865487;0,869807078968965;-0,480613187435369;0,00231169482783956;-0,107661292136635;0,0291601042725247;0,791616275233991;0,200416503016088;3,70980749610308e-06;0,00750649831671981;0,00045701362570504;0,00799119896358922;0,00243981801851423;5,64452070821753e-08;0,000122429265433159;8,98140360945474e-06;0,00166481687014428;1,5190425462091;0,0038415487078692
"presente";-0,0672587994688936;0,708803099470304;1,73884869829385;-0,987905415480224;0,595769358355133;-0,0305047592207423;0,321472700300833;0,788642694808832;-0,448057608373297;0,270207035677535;0,00140769844631674;0,129639067942237;0,624247096677955;0,187971288475006;0,0567348484584816;8,78641030576523e-06;0,000975808223288282;0,0058726868948134;0,00189558817135019;0,000689397308125475;0,00194228634850166;1,10585669839676;0,00237525895164343
"preconizar";-2,3364288079786;-2,52367728721348;-1,08589150649889;0,346973794246699;0,533613275410961;-0,637974761638227;-0,689103990784457;-0,296508659993355;0,0947431066263743;0,145706045493349;0,464851605317496;0,449728223685652;0,0666198477348708;0,0063452970464636;0,0124550262155159;0,00757339008705923;0,00883594207824246;0,00163590505533634;0,000167023881650874;0,000395037635536646;0,0013873473917869;2,11397546367064;0,00619990602247713
"parental";1,81878081521635;-0,580597740840598;-0,783832466191529;0,343186568909719;-0,845588541557327;0,80598248286901;-0,257288621474259;-0,347350946287191;0,152081196691229;-0,374717803546267;0,745825991258181;0,0630232424401;0,0919062008105056;0,0164356440668784;0,0828089214243336;0,00642501264611359;0,000654732562898014;0,00119332778728947;0,000228756700210926;0,00138877354919293;0,00194228634850166;1,29917054299232;0,00327827655339976
"mínimo";-0,595358703982477;0,0330103492420956;0,514857906697046;0,472755588448053;1,55312981883862;-0,329924429576001;0,0182930400965861;0,28531404688209;0,261982594365802;0,860683594797823;0,185709706065627;0,000473424469556589;0,0921453649222309;0,0724769498170328;0,649194554725553;0,000688447254398962;2,11647672019863e-06;0,000514858670538083;0,000434096815999461;0,00468520689210874;0,00194228634850166;0,852247946299494;0,00141073416587179
"modo";-1,93445749216183;-1,9296578857564;-0,438169898848835;0,00629904453371551;-0,0213741106347084;-0,699030279384381;-0,697295906713948;-0,158335878690119;0,00227620553984727;-0,00772369027963267;0,537858180604153;0,443795923534513;0,0183086367509975;3,52978400813228e-06;3,37293263276726e-05;0,00519162845308132;0,00516589838521346;0,000266360793919532;5,50471171444663e-08;6,33813270567086e-07;0,0013873473917869;1,6271584996451;0,00367320308402785
"menina";-0,00941025724851061;1,3979128200904;0,521389541067648;3,63634550889072;-0,473019295954352;-0,00237699070127936;0,353106794724447;0,131700766316273;0,918525310521158;-0,119482649444802;8,76754059271303e-06;0,160438371091522;0,01785751224853;0,81031607203056;0,0113792770887936;1,71995169362382e-07;0,00379553878135726;0,000528004820960913;0,0256828692064949;0,000434581237629317;0,00194228634850166;1,96050141756559;0,00746530539898358
"melhor";-1,16012744085015;-0,518551501167863;-0,170894429692245;-0,708134992961621;-0,859244803423578;-0,683166664200571;-0,305360503333534;-0,100634959016015;-0,417000929303741;-0,505985278355622;0,590859545452196;0,0978881056206154;0,00850648625234627;0,13625559546066;0,166490267214181;0,00261411480385536;0,000522272368352972;5,67242904269879e-05;0,000973969527690701;0,0014339931813188;0,00194228634850166;0,93103954753179;0,00168364108587053
"laudo";-0,156698738987418;1,45766333504279;-0,792147676457859;-1,47882551974304;-0,717165482729188;-0,0669500761538772;0,622791682424871;-0,338447824192312;-0,631833298754518;-0,306411423562933;0,00642690623571577;0,461167502401739;0,10896946009877;0,354286179284152;0,0691499519796232;4,76918600448747e-05;0,00412693584580926;0,00121878068513404;0,0042476344131251;0,000998969008692375;0,00194228634850166;1,20578277907367;0,00282391364377755
"irmão";0,120947629439708;1,58492561298341;-0,569053631247179;-0,0545958313955183;2,09162870099421;0,0449861003981458;0,589508228309736;-0,211657755557552;-0,0203067523014443;0,777974890243504;0,0032068572760332;0,456642104595437;0,0470991252700259;0,000404439211727641;0,492647473646776;2,84124038483891e-05;0,00487900232820087;0,000628955118382132;5,78938225315622e-06;0,00849732917862348;0,00194228634850166;1,31753482170918;0,00337161100025352
"histórico";-0,529657309553993;0,837042884938522;-1,30792444432069;-1,07266769296027;0,177536938337439;-0,269101624371056;0,425274221543107;-0,66451380198583;-0,544987510564197;0,090200734759422;0,102954694661343;0,213218511861933;0,416526906376508;0,261358117172246;0,00594176992797333;0,000389202088740253;0,000972032174287186;0,0023732885017364;0,00159630407813638;4,3728308094106e-05;0,0013873473917869;1,01830165611989;0,00143859359441802
"evidenciar";-0,781181870874253;0,262817226292312;-0,320632457450072;3,75664431544883;-0,548578436122778;-0,200398997456782;0,0674213145837708;-0,0822528343536559;0,96370356595084;-0,140728520110665;0,0634018028222327;0,00595083934015741;0,00708653270245989;0,907500404187816;0,0160604209473338;0,00101594636301209;0,000114993719926722;0,00017115178596638;0,0234945224963274;0,000501007159676326;0,00166481687014428;1,91384124479909;0,00609787177074493
"droga";0,789841387072583;0,930474003444335;-1,27473578602384;2,26269147234282;-0,873766477284296;0,263312307989026;0,310195516949027;-0,424963324773581;0,754321720286005;-0,291290721837075;0,104307072950758;0,120037169967876;0,180258550394708;0,529826946497576;0,0655702601890824;0,000692396688937561;0,000960912176565736;0,00180349758509413;0,00568232264041389;0,000847356111904339;0,00110987791342952;1,50864676155315;0,0025260988358988
"curador";3,29837132826559;-2,19214514556274;-0,826201194640805;0,0564732077882881;-0,42413483961212;0,810764550385115;-0,538845810988682;-0,20308648524811;0,0138815404223614;-0,104255542604903;0,70592379721023;0,258565523440935;0,0293867730870993;0,00012808345110555;0,00599582281062874;0,0150933038556112;0,00666689836184003;0,000947015002810618;4,4245604854317e-06;0,000249570424768034;0,0013873473917869;2,42172705001243;0,00813646213202262
"contato";-0,357383297619358;1,12082488903959;-1,39276191212232;-1,11265489985919;0,624951749789512;-0,160594174576875;0,503655176667609;-0,625853113867733;-0,499983900820452;0,280829045667142;0,0373098742028025;0,304301496951708;0,375950422641061;0,223833779414937;0,0586044267894928;0,000248074292430912;0,00243999417958774;0,00376761936931473;0,00240455229835314;0,000758588464748838;0,00194228634850166;1,14137121825162;0,00253027131103562
"civil";0,983435404914463;-1,61538696456676;-0,146394341007277;-0,224119936123735;-0,638995014657667;0,488275535177691;-0,802039392421006;-0,0726847689691739;-0,111275515613885;-0,317260931626705;0,285627402572775;0,639049669769607;0,0041993135458024;0,00918160381037867;0,0619420103014343;0,0010734130917195;0,00289619871841534;2,37861299433463e-05;5,57488854252023e-05;0,00045317938818796;0,00110987791342952;1,13514270243345;0,0014301320254028
"cabimento";-0,326572228894731;0,446419720071904;2,15271653175139;-1,35639995431822;-2,24132365481739;-0,0950548317451533;0,129938640290298;0,626587595684992;-0,394805063104163;-0,652378322603095;0,015093922175852;0,0233885674634819;0,435149842554397;0,161164177366887;0,365203490439379;0,000207143713872617;0,000387079346638052;0,00900092099404278;0,00357345889359634;0,0097571370919833;0,00194228634850166;1,63976931248198;0,00522250382550038
"assumir";0,623465899742663;0,506787514454764;1,03737713412327;-0,540403366430156;2,74676310264233;0,201659758041329;0,163920188073633;0,335539156113033;-0,174793219908267;0,888439260117242;0,072359792048997;0,0396457820297471;0,132912790303624;0,0336478538508797;0,721433781766751;0,000754985598499861;0,000498844365607842;0,0020901940146539;0,000567217144601365;0,0146539824623366;0,00194228634850166;1,42977798988988;0,00397054819717394
"seio";-1,90060860002124;-1,92662313845542;-0,707072102024;0,20638160125621;1,17443773660666;-0,625050131663299;-0,633605491600777;-0,232533679191291;0,0678723894212807;0,386235473146937;0,46569212564237;0,396807921120957;0,0427624374446707;0,00339863751447415;0,0913388782775257;0,00601383970667263;0,00617959497940925;0,000832326788225256;7,0910153169385e-05;0,00229628856353903;0,00166481687014428;1,71809747742519;0,00491430456481934
"residir";0,101069337615972;1,05568540382432;1,15515767197542;0,523068306128595;1,96093643620969;0,0394070748234853;0,411613202182422;0,450397577407937;0,203945057557654;0,764571834431439;0,00257679806267359;0,233122319341513;0,223329252890583;0,0427176876018557;0,498253942103372;1,41717688764307e-05;0,00154615936715833;0,00185126144162552;0,000379578874689564;0,00533472767321693;0,0013873473917869;1,2282415477846;0,00209292078205369
"psicológico";0,105384375469484;1,59381797174114;-0,49017229395699;0,634913594535158;1,69396582688373;0,0427944161863164;0,64721652810545;-0,199048834868988;0,257825284686109;0,687884501645606;0,00277615489376042;0,526552835144684;0,03984834550387;0,062369156516366;0,368453507941319;1,2326156041169e-05;0,00281937372591014;0,000266669120713716;0,000447408737542236;0,00318481711725845;0,00110987791342952;1,23384025893961;0,00168963572095467
