"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"interesse";0,217084341212802;-0,210771281124477;-0,212206429723744;-0,464892684906597;-0,176753427274611;0,350341753837335;-0,340153416295033;-0,342469532116541;-0,750267465936967;-0,285253673121657;0,178738049900335;0,139719224039275;0,113317929249809;0,507358361011323;0,0608664357992556;0,000366125725192647;0,000345140655524943;0,000349856805452485;0,00167910816798852;0,000242721884986956;0,00776914539400666;0,316755779459912;0,000779511172862146
"avô";-0,121476625982143;0,996391047105905;0,102213826902171;0,389940616902163;1,71433159476491;-0,0599273947224126;0,491544106489845;0,0504245841644892;0,192367256486298;0,845721761976513;0,00602631887575545;0,336201444151777;0,00283078898301098;0,0384337704840255;0,61650767750543;9,0078955194262e-05;0,00606034756175406;6,37759880742821e-05;0,000928185644733871;0,0179402114233636;0,00610432852386238;0,965319822113169;0,00568827189157081
"princípio";-0,208005017421623;-0,977991947762078;0,139441649888109;-0,482278709590081;-0,605695972137084;-0,163492883859686;-0,768706091387542;0,109601767077325;-0,379073245599573;-0,47607977179782;0,036613277898781;0,671173534392465;0,0109168551653065;0,121825035754;0,159471296789447;0,000288120447986036;0,0063693779126801;0,000129482621910219;0,00154889736109128;0,00244306954936573;0,00665926748057714;0,670593072063357;0,00299463974450191
"melhor_interesse";0,138165156439643;-0,459144752880719;0,87787159285375;-0,459784693662046;-0,858239312630485;0,0989792165312841;-0,328923652573986;0,628892585618665;-0,329382095489655;-0,61482834709938;0,0157192315915824;0,143948376916003;0,421034584542731;0,107743887728727;0,311553919220957;0,000132419606367863;0,00146236060001316;0,00534585553232229;0,00146643982051819;0,00510942506759467;0,00693673695893452;0,6798098207647;0,00320575327697096
"família_extensa";0,878781183313498;-0,526105389229909;0,0245783019371914;-0,109553706880382;0,876193637623673;0,649726541464458;-0,388975824108216;0,0181719584077891;-0,0809984924888959;0,647813440519815;0,550057684110611;0,163480333084196;0,000285477589471121;0,00529115237869368;0,280885352837026;0,00492838414743481;0,00176639796150537;3,85519902904055e-06;7,65944333791204e-05;0,00489940390790253;0,00638179800221976;0,730939090527255;0,00340961568906733
"cuidado";0,0817410633666678;0,856115258641901;-0,476461808514657;-0,151156032708954;0,706544992114634;0,0669944631401565;0,701666699410697;-0,390505111550138;-0,123886536884248;0,579079846548559;0,00645169343976792;0,586855132397244;0,145435651137676;0,0136550565643215;0,247602466460992;4,63485116558934e-05;0,00508416576081777;0,00157474927145573;0,000158491580357314;0,00346285950251296;0,00693673695893452;0,627780727444106;0,00273382798106445
"auto";0,177317217099048;0,60894012662029;0,300739768777196;0,517684527671436;-0,944308036600166;0,13794061389155;0,473713586663616;0,233954880442075;0,402722999590424;-0,734606782141127;0,0307389024579677;0,300613863293331;0,0586664486959534;0,162168422058215;0,44781236349453;0,000218100690064865;0,00257219809800455;0,000627389071338523;0,00185902656902329;0,00618561090446491;0,00693673695893452;0,62389468467693;0,00270008724728167
"assegurar";-2,12963228489572;-2,18320877399709;-0,877010715459677;0,509408652972331;0,324174013623868;-0,659247751272424;-0,675832858575528;-0,271486935143323;0,157692251067262;0,100351122124802;0,492293547292289;0,429021157578425;0,0553918961124325;0,0174339947898881;0,0058594042269641;0,0264267500128395;0,0277731441642662;0,00448171578680715;0,00151205346564505;0,000612337573054708;0,00582685904550499;1,87239342645449;0,0204281354084432
"pedido";-0,0402481108104252;0,458009083852711;1,17581505551967;-0,950983957570598;0,161895771441588;-0,0253312492304203;0,288260542402013;0,740031360988359;-0,598527760888406;0,101893531228197;0,000972300623988913;0,104407337914543;0,550565673889627;0,335973731607813;0,00808095596402564;8,54003830531549e-06;0,00110590291258058;0,00728864590758819;0,00476776894105886;0,000138178295061784;0,00527192008879023;0,79625060471646;0,00334247654958802
"medida";-0,759255899846881;-0,437767501732383;0,449149439842499;0,55799232626188;-0,421191085097904;-0,628665604056629;-0,362472482556213;0,371896753080517;0,462018909460082;-0,348747172053245;0,499945594845558;0,137818242191335;0,116077929579693;0,167129158021926;0,0790290753614879;0,00367891204034484;0,00122301022979447;0,00128743341957522;0,00198700750051174;0,00113214328352299;0,00638179800221976;0,662416832538416;0,00280030781928281
"colocação";-1,05335062717013;-0,566562927412338;0,764011895351114;-0,149478171075698;-1,10475152573778;-0,583658861193278;-0,313931054369047;0,423337017396324;-0,0828254684175593;-0,612139966295863;0,461590355470831;0,110733847896817;0,161113741604555;0,00575328300611378;0,260808772021684;0,00738877387631321;0,00213758191377162;0,0038871088317736;0,000148792832151846;0,00812747569558235;0,00665926748057714;0,956421108476049;0,00609150723688271
"agravo";-1,00622963392973;-0,124169452071076;-1,18899903171408;0,222098120512292;0,890970435936998;-0,555192065581295;-0,0685110955321481;-0,656035964488005;0,12254371182389;0,491597245817424;0,421603958713395;0,0053236963660702;0,390566516576511;0,0127130459653456;0,169792782378678;0,00252843581736548;3,85023516783241e-05;0,0035303741056474;0,000123182068872318;0,0019823681629922;0,00249722530521643;0,95598113181336;0,00228221401760499
"recurso";-0,215212553024489;0,43110873091172;0,374851727131426;-1,04071757195674;-0,503771583979362;-0,164598144010057;0,329719135698025;0,286692842483849;-0,795958127792107;-0,385292895617356;0,0423216457246908;0,140823216660295;0,0851859387829225;0,612551348685726;0,119117850146362;0,000231325186911136;0,000928242308998239;0,000701789320755116;0,00540945481754485;0,00126752068780559;0,00499445061043285;0,645343415368951;0,00208002947493927
"prevalência";1,7281625963969;-1,71416199368342;-0,269371196141079;-0,182526336664251;-0,643910385399711;0,680706419235113;-0,675191718153112;-0,106102691235519;-0,0718953467144072;-0,253630030916994;0,523510446115046;0,427103517338095;0,00843878635790895;0,00361456968322806;0,0373326805057215;0,0165735069899294;0,0163060562740773;0,000402668375751806;0,000184882705749565;0,0023008911455361;0,00554938956714761;1,47341973536421;0,0120475344981173
"genitora";0,129031311404603;0,55040821606486;-0,201287232755764;1,39230930376353;-1,13842098587606;0,0680561326963598;0,290306702938312;-0,106166716228699;0,73435808486968;-0,600447510264846;0,0077068665045345;0,116286876413521;0,0124434728800445;0,555403281542841;0,308159502659059;0,000101631449806164;0,00184930146916133;0,000247326332283686;0,0118333946563881;0,00791122405766546;0,00610432852386238;0,90669401800227;0,00501833211159385
"condição";0,52230131860002;0,84785977908293;-0,212614190909696;1,85373611458419;-0,672878446464413;0,235328823725452;0,382012905941954;-0,0957957517477261;0,835221975911877;-0,303173068260897;0,0837228065821145;0,18294598224028;0,00920465601364888;0,652749778248611;0,0713767769153449;0,00174094599069377;0,00458765891084649;0,00028848786516433;0,0219300123190385;0,0028894573489113;0,00638179800221976;1,11353479060746;0,00791317252706533
"forma";-0,810545445999575;0,474920962571093;-1,34146816120636;0,564989854956374;-0,706426694357151;-0,433234782310381;0,253844224095773;-0,717011821687353;0,301985851660348;-0,377583535455732;0,263650992975381;0,0750569002930204;0,479133948215358;0,079287613761275;0,102870544754968;0,00236980881254119;0,000813581844884267;0,0064911150826567;0,00115143617387545;0,0018000840090191;0,00360710321864595;0,973794285820728;0,00342052692682084
"sentença";1,18237305536097;-0,774782105399023;-0,507806523612114;0,700931752784132;0,556863053932487;0,67618704417602;-0,443089953170742;-0,290409351479806;0,400855692655751;0,318464278885722;0,552518419273501;0,196729799977857;0,0676169842147094;0,120181759513031;0,0629530370208993;0,00775808014452629;0,00333122814010291;0,00143100702232531;0,00272644462852961;0,00172084606456724;0,00554938956714761;0,981263627761019;0,00534338683222373
"mãe";0,838239891533053;0,29400876144156;-0,992650424769696;1,64098862022618;-0,815073611627639;0,370033142798846;0,129787411820315;-0,438196225314882;0,724399044441674;-0,359806605685848;0,204492788368852;0,0208610021145508;0,190263528031817;0,485067148559023;0,0993155329257564;0,00311940561934448;0,00038375650079645;0,00437449440974677;0,0119549107734154;0,00294936733572352;0,00443951165371809;1,14349398347135;0,00580500994555013
