"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"adolescente";-1,98678302091203;0,0159226663459734;0,198868275466277;-0,0795788153622555;-0,734349956216467;-2,18517134394174;-0,651222794114787;0,00521909194836099;0,0651845484115762;-0,0260841460527296;-0,240703401081931;-0,716250024911158;0,438423419552914;1,82344501948831e-05;0,00256557284954521;0,000299685055575665;0,0208203768073781;0,163130755316383;0,0211908407546479;1,36106509836714e-06;0,000212313848921094;3,39971293598162e-05;0,00289503257495003;0,0256341134078983;0,00536843016711404;0,901517105974197;0,00436310085085927
"menor";0,552982480992128;1,90179831385736;1,25753822439805;-0,369214853122771;-0,921090110065335;1,06786879702778;0,20020491796988;0,688537862425499;0,455286280693553;-0,133672642305205;-0,333476694591928;0,386617284019502;0,0576164562099364;0,441286794824051;0,174031016714206;0,0109435797414442;0,055567084274829;0,066089365026258;0,00190638608957165;0,0225484675309144;0,00985894638316717;0,000849858148686969;0,00528922879400228;0,0071092519934125;0,00623430600051953;0,692163200144968;0,00298679301114507
"situação";0,794382691724443;1,12382872692079;0,507405813668852;0,207115335837159;-0,16083040235591;-0,179023001861791;0,529317056484493;0,74883518979386;0,338097184810619;0,138006128608037;-0,107165319757215;-0,119287503838732;0,351088437350639;0,455014731196996;0,0836620166166401;0,0101685441112245;0,00500245108446997;0,00548462121682347;0,0031691526480959;0,00634284166873668;0,00129298798728956;0,000215430965075632;0,000129903217826124;0,000160953817763027;0,00502207983375184;0,402802274368205;0,000814830806970261
"risco";1,10169219002586;1,50124277265931;0,302219150155084;1,59564035330502;-0,327968856233308;-1,70952529586827;0,364509089402996;0,496705559855181;0,0999931089831828;0,527938218554711;-0,10851273179611;-0,565618522623552;0,194886834017165;0,234332235944006;0,0085657696125225;0,174184402237517;0,00600366903307777;0,144339438126534;0,00262733934012462;0,00487862555732491;0,000197714985540871;0,00551144717528656;0,000232841740971045;0,00632625495110725;0,00216468958351372;0,749789621880728;0,00121695488154829
"manutenção";-1,10095622865985;0,0118478071408377;-0,127075753521318;0,832236379166825;0,0918292687029548;0,966397813216599;-0,65062608521765;0,00700163383229156;-0,0750972635309028;0,491822184440645;0,0542678410360873;0,571106833866938;0,502160312189262;3,76570634744916e-05;0,00390740238710722;0,122256780084917;0,00121437859775792;0,119010737238085;0,00430308159272856;4,98328157927602e-07;5,73277454717671e-05;0,00245885470804026;2,99365484640487e-05;0,00331551771313385;0,00355009091696251;0,466787550269413;0,000773531500610211
"acolhimento";-0,322979592179111;-0,915203760587726;0,521533978447591;0,37574239292097;0,194632327969124;-0,262973637166465;-0,26710498335547;-0,756875948691776;0,43130998987485;0,310739960162694;0,160961453854952;-0,217479898665928;0,087313999223905;0,453980843109909;0,132971755987612;0,0503490629314794;0,0110218182299809;0,0178045143319219;0,00109292699390998;0,00877559517972671;0,00284974634788467;0,00147918121451166;0,0003968907190209;0,000724545085738305;0,0104770975842064;0,328400300585082;0,00112992100167539
"institucional";-0,104036892373449;-0,88517777755552;0,185427811131522;0,36975771546895;-0,297288112158105;0,218598035396292;-0,0991217395447821;-0,843358150325521;0,176667399227589;0,352288761527257;-0,283242935758969;0,208270518613473;0,0141713299182308;0,664301280390922;0,0262933595511062;0,07626892721978;0,040223561904994;0,0192442222530619;9,93427610460484e-05;0,00719154974240902;0,000315581275690442;0,00125486201608577;0,000811178759445508;0,000438585220745222;0,00917828383409819;0,262574454048876;0,000632799935528698
"melhor";0,175009506319999;-1,4480129689728;-0,656799357895219;0,922450760040495;-0,170030992313217;0,389656494836133;0,0923611668815427;-0,76418801633207;-0,3466254855398;0,486822861109746;-0,089733758961417;0,205640992325481;0,0103900992465782;0,460584732583143;0,0854716968240724;0,122987248104793;0,003409119057255;0,0158428111004626;0,000106081313715022;0,00726207137696224;0,00149410475896293;0,00294714834080626;0,0001001317459417;0,000525871275324207;0,00346350333362196;0,515848528654481;0,000921637213663495
"interesse";0,356492762286296;-0,614075314612823;-0,286474057856244;0,929610635448097;-0,205766008389358;0,150390855964605;0,289594640557125;-0,498840197679771;-0,232715388895313;0,755163319737952;-0,167152715405019;0,122169060591394;0,122333145212729;0,235046725187562;0,0461395949460722;0,354423211636902;0,0141670539105405;0,00669664934214218;0,000737278985253132;0,00218762914236108;0,000476103112845244;0,00501340267963117;0,000245627895399497;0,000131211917947039;0,00580136808381678;0,306230928087044;0,000544037106956664
"recurso";0,390134997550513;-2,27774668510895;0,793077096130313;0,892647546310294;-0,317251106767419;-1,72555522028948;0,124343232629243;-0,72595995672067;0,252768325005982;0,284503267339949;-0,101113789888995;-0,549966333495316;0,0266215631899535;0,58760136493683;0,0642532377648886;0,0593801162906541;0,00611926971910243;0,160189277824941;0,000408551805846905;0,0139260566981789;0,00168829419799127;0,00213883530175318;0,000270161590362778;0,0079923599763024;0,00268421508355702;0,7184036642643;0,00138533367128579
"i";0,0129034577060699;-0,242793213502488;-0,651285392672286;0,267229498821333;-2,90972595361539;-3,69834207062957;0,0027083409012874;-0,0509605104044685;-0,136700015419559;0,0560895070278638;-0,610730084232149;-0,77625480898242;1,68808103909604e-05;0,0038701018204424;0,0251179523484029;0,00308480106614747;0,298383521523299;0,426547332807074;1,58584416702371e-07;5,61463321284538e-05;0,000404008943613406;6,80169413320036e-05;0,00806403639939153;0,0130275413269785;0,000952463416746039;0,943582464061727;0,000848023771004659
"caso";1,7854519848893;-1,11771340747593;-1,17998056529101;1,32325438412133;-0,399073883399617;-1,53875422557747;0,561598887147811;-0,351567340427578;-0,371152950587222;0,416218523838979;-0,125525329554508;-0,484002184316303;0,43349121335446;0,11000516766245;0,110584466494289;0,101449033205499;0,00752800910150836;0,0990363106939679;0,0110410902774098;0,00432689673998256;0,00482242318630009;0,00606460183599036;0,000551597417652269;0,00820076047011009;0,00346350333362196;0,814757619076402;0,00229917734121758
"1";-0,126791061116657;0,897250974368344;1,45691925189817;-0,539914182377339;-1,65658182593004;-0,0500126553621715;-0,0518399617578185;0,366851225857513;0,595677941626665;-0,220750030171237;-0,677312247003735;-0,0204482407399092;0,00417501002905326;0,13538680691473;0,321967239984091;0,0322557394816171;0,247739700467238;0,000199807628656979;4,45433493575901e-05;0,00223066048594321;0,00588134371890628;0,000807709271679806;0,00760381219777077;6,93051366213621e-06;0,00277080266689757;0,589563080445425;0,000963088408206558
"por";0,526392897080939;0,117618663104181;-0,666901142854484;-0,184488380527654;-0,60757055123769;0,557813911481766;0,437143236649371;0,0976764758127572;-0,553828377489955;-0,153208465074822;-0,504557258910064;0,463236833295816;0,265429498952367;0,00858123592049373;0,248835615193588;0,0138913503585043;0,122917056199473;0,0916811003224265;0,00391077890569349;0,000195252094155132;0,00627720260607156;0,000480375954247447;0,00520998717475081;0,00439159119008934;0,0141137760845095;0,30697699555817;0,00133000993641987
"materno";0,444272369675041;-0,115243794882011;1,37207127496857;-2,35299537020693;2,15190510305924;0,121774148227051;0,126803825453377;-0,0328927816543984;0,391615365564971;-0,671589850241111;0,614194844662843;0,0347566693103404;0,0322994027686835;0,00140734055652462;0,179932534845465;0,386024892123973;0,26340965376134;0,000746411071943332;0,000666528669132424;4,48492647063357e-05;0,00635731264699637;0,0186965885597363;0,0156374688137781;5,00760917724938e-05;0,00337691575028141;0,742715457615971;0,00186279537520879
"decisão";-1,12061130745524;-0,882281172301369;0,621935705457683;1,58249041349671;0,047644832819047;0,908868741552647;-0,467181721176398;-0,367822128774787;0,259284366848479;0,659738653540291;0,0198630826348798;0,378906459516475;0,3283598220553;0,131802076422947;0,0590733312355007;0,278996957967151;0,000206329439672029;0,0664376608891544;0,00793758665468418;0,00492031040703229;0,0024449470591211;0,0158292615242062;1,43486186585774e-05;0,00522132603897471;0,00632089358386007;0,587557533404969;0,00218212325045008
"determinar";-0,822733673634976;-0,666287716374697;1,82077748647663;1,74029455925136;0,0775934101562952;-0,0745042747848943;-0,300896508775349;-0,243679885875189;0,665908794661352;0,636473957369339;0,0283780608089728;-0,0272482783797667;0,118008627456994;0,0501172283475517;0,337574344655271;0,224966587063533;0,000364866898227481;0,000297666242450804;0,000703323956428681;0,0004612755954543;0,00344469372786578;0,00314689599407035;6,2558531124943e-06;5,76765464842639e-06;0,00103905100008659;0,719569584278442;0,000538000228541328
"infante";0,554186749489407;-0,508471868855346;-0,720269591485356;0,383525546857169;0,183542010209342;0,764874799961006;0,407416708625947;-0,373808892812385;-0,529514403866;0,281953179354212;0,134933001849965;0,56230643153802;0,20762560809358;0,113180268935521;0,20484212494858;0,0423676640056452;0,00791642648388468;0,121652583342344;0,00207425667660849;0,00174616018967403;0,00350380865742848;0,000993433536858869;0,000227520843528577;0,00395121740843366;0,00675383150056282;0,365414758131771;0,000901825244256565
"adoção";0,622819325601166;2,30677438735397;-0,0193760687353584;-0,155169421737158;0,930485673460367;2,63362091077211;0,169288592109773;0,62700461000163;-0,00526661145857171;-0,042176618265684;0,252915417302402;0,715844800906147;0,0319968406418239;0,28422442598606;1,8087341633081e-05;0,000846198991310521;0,0248251506738646;0,175979245174432;0,00124274350650834;0,0170477702609433;1,20278686176996e-06;7,71382223017604e-05;0,00277381009395227;0,0222210136601676;0,00320374058360031;1,04611380956563;0,00350602665121351
"agravante";0,71241031307362;-0,17068355976997;2,08961453793411;-2,05124829402398;3,66589719458483;-0,630995420120846;0,148716911614763;-0,0356304946834487;0,436210726942069;-0,428201705736359;0,765262516658066;-0,13172140885857;0,0392413289333691;0,00145859564657738;0,197186030049079;0,1386107962099;0,361188111600614;0,0094690784266635;0,00101075023343961;5,80185456959237e-05;0,00869592562943533;0,00837953502172782;0,0267635684084417;0,000792931861192321;0,00199151441683263;1,08050989635364;0,00232509634000498
"possuir";0,408777647014534;-0,913850035410396;-0,966683586279976;2,31008342781351;-0,879712917142067;-1,71722067262787;0,123273932076575;-0,275587200073469;-0,291520066287725;0,696645400381636;-0,265292564763945;-0,517857436931946;0,0254867061645986;0,0824816836334485;0,0832470001662624;0,346794374261998;0,0410308906302822;0,138345054136968;0,000202561979892834;0,00101235660412799;0,00113279766072938;0,00646902729313538;0,000938135546992162;0,0035746692994205;0,00121222616676769;0,769308778015619;0,000717439080703644
"suspensão";-0,686448242582093;-1,61555134144496;0,551572367837593;0,652651216890713;0,043855190928551;1,32084038978673;-0,291172697959705;-0,685272994525432;0,233962015634541;0,276836917717109;0,0186021807182019;0,56026461430172;0,0803805611629435;0,288300360540875;0,0303110451465096;0,0309581517356175;0,000114042577444169;0,0915394099375736;0,000856821801422195;0,00474587660176094;0,000553197126695069;0,000774528169459476;3,49717146064359e-06;0,00317230981393463;0,00181833925015153;0,727449224120847;0,000962233080539828
"sua";1,20995034691548;0,796230917758838;0,306199024031663;-0,00148336007616454;2,54977428910819;-1,71676158889974;0,354637504786419;0,233375978301629;0,0897472017157176;-0,000434774135527014;0,747341073923476;-0,503184323020078;0,2483042472194;0,0696298314877089;0,00928789133836384;1,59008193990227e-07;0,383302895150039;0,153759166220646;0,00646488630548489;0,00279965082640481;0,000414031514262282;9,71670386124365e-09;0,0287097406870947;0,0130150478837302;0,004415966750368;0,729534574002154;0,00235026889149621
"questão";1,5644678163197;-1,46481280765376;0,190700465967668;-0,524457740480869;-2,13645724246804;1,57019746493486;0,452858145904274;-0,424011542616072;0,0552010457104547;-0,151811981992716;-0,618428871169646;0,454516676697605;0,223810715048093;0,127051583806024;0,00194227887492344;0,010716325302947;0,14508602830561;0,0693470737940818;0,00233121093006335;0,00204367842896626;3,46379205925312e-05;0,000261980702836027;0,00434747121290464;0,00234831767839349;0,000952463416746039;0,993565723202445;0,000940246022127525
"2";-0,083012288955838;0,927382402259966;1,24368998401996;-0,0662091884793216;-0,453914465944056;0,998727019863342;-0,0436208226254075;0,487315598494425;0,653527096726508;-0,0347912255300551;-0,238520376381692;0,524805359936975;0,00188260031729361;0,152145554961882;0,246807352340439;0,000510254872294689;0,0195664018917768;0,0838183171053294;1,37236057413467e-05;0,00171277831504838;0,00308040435155306;8,73011539519244e-06;0,000410328329296509;0,00198644732744979;0,00199151441683263;0,574822461089241;0,000658037909842576
"haver";1,4712011593561;-0,0301491256790366;0,728294955527376;1,40849109916869;1,15315936055035;-1,98934186774726;0,466007468429614;-0,0095498278013887;0,230689655413209;0,446143865001111;0,365266755595256;-0,63013012308642;0,351526774742967;9,559429070045e-05;0,0503140603749325;0,137277634735804;0,0750727842489343;0,197699297833966;0,0052475642770924;2,20375390231965e-06;0,00128596235023859;0,00480974291629125;0,00322397976474992;0,00959472420725781;0,00242445233353537;0,745526796827526;0,00134753534800082
"se";0,337675024102568;0,109823565318818;0,373185241535624;-0,451555012776254;1,90709436417439;-0,651056488567727;0,158651145166254;0,0515988247883535;0,175335046132367;-0,212155814819028;0,896017422729119;-0,305888354502096;0,0492166784641955;0,00337111615601948;0,0351094327152205;0,0374984260132055;0,5456929715492;0,0562760689569623;0,000819467228151495;8,66811746856827e-05;0,00100088142986407;0,00146539615150741;0,0261383444324923;0,00304628866208413;0,00718676941726556;0,457312627660444;0,00150300386801187
"atender";-0,557385911220897;-0,608353071178183;2,17728063902919;0,332758667374877;-2,02753541843014;-3,78236748377759;-0,113896395111712;-0,124311039026019;0,444906143014568;0,0679960004248397;-0,414307162186218;-0,772890043895092;0,0276680372715236;0,0213425351741816;0,246578763045871;0,00420148107980485;0,127260272850465;0,391891468578099;0,000295910433310507;0,000352500480676353;0,00451520138470907;0,000105464684201588;0,00391548173892765;0,0136262309815325;0,000952463416746039;1,00678611053439;0,000965434322972956
"razão";0,320681723978074;-1,29039693255014;1,17305004553404;-0,454592480624855;1,88299432692772;0,261733347007349;0,121511906053918;-0,488953935058106;0,444489150055904;-0,172253030554001;0,713499437745772;0,0991753364619836;0,0265580630314824;0,278460013671408;0,207558980857929;0,0227389158799118;0,318299219852283;0,00544174371272397;0,000142470195644367;0,00230686534735103;0,0019063765303696;0,000286299175257645;0,00491217266983041;9,49060108209118e-05;0,00138540133344878;0,591216322170689;0,000484248665132615
"3";1,26943504386191;0,122634403566349;0,590644048609703;0,163978006855344;-1,08161106039443;1,74623892455622;0,508936265971515;0,0491660410136678;0,236798391592552;0,0657413350245346;-0,433634707795663;0,700094362492197;0,208027063541453;0,00125716342339098;0,0263033465683116;0,00147892912025994;0,0524965405181926;0,121081610820126;0,00237205910641091;2,21375312102574e-05;0,000513518630763446;3,9579996055786e-05;0,00172205405329021;0,00448860996517442;0,00147198891678933;0,836220804564936;0,0010293106743253
"estatuto";-0,294351270327309;-0,999988318284134;1,88343503186596;0,769757416810525;-0,996014966528821;0,265267612428054;-0,117375931639022;-0,398756765534672;0,75104123485187;0,306949563471275;-0,397172346131655;0,10577849080719;0,0176045468789872;0,131568248735845;0,420973521915198;0,0512953583558591;0,0700671292596668;0,00439777967577075;0,000120034871027172;0,00138536896590836;0,00491447227536226;0,000820886976513724;0,00137438159293363;9,74864056846896e-05;0,00138540133344878;0,666536433284527;0,000615493382139625
"prevalência";2,03418715917996;2,18932021199099;-0,670702292228994;1,58222776101849;1,13815514556724;0,0605043793602274;0,560244302011709;0,602970168458578;-0,184721025236913;0,435768205297638;0,313464241592405;0,0166637733555388;0,388194283792388;0,291175017542884;0,0246483226625185;0,100065092435489;0,0422434932762641;0,000105636238473322;0,010032183492946;0,0116206982195604;0,00109061943150354;0,0060694823150621;0,00314062860772997;8,87538642388576e-06;0,00242445233353537;0,980927127027221;0,00233285174465846
"possível";0,364384932651505;0,257214608825667;1,25668722131437;1,4637414230759;-0,0282978025098178;0,508419302101279;0,178225890643616;0,125807349966216;0,614663722919113;0,715936899205318;-0,0138408605945101;0,248675164140413;0,0314890367869873;0,010160101248795;0,218752700622611;0,216493351258799;6,60136203061377e-05;0,0188562185823232;0,000160955001126348;8,02001012994002e-05;0,00191442365668089;0,00259724178290724;9,70709046357705e-07;0,000313348568229987;0,00121222616676769;0,616951645423032;0,00046140883704759
"vínculo";1,37935036752023;-0,417741954089446;2,19990545131618;-4,38187890750512;-1,2251431742947;2,32607056400573;0,24000812543643;-0,0726874517729726;0,382785400968861;-0,76245061968587;-0,213175943964358;0,40473823681472;0,101564425495407;0,00603221528039968;0,150890163254005;0,436707299692765;0,0278519552680268;0,0888403346180214;0,00313010141927317;0,000287094853573721;0,00796190976706918;0,0315885697844598;0,00246935147223978;0,00890133181279287;0,00164516408347043;1,30039170706844;0,00278200305173046
"art";-1,42678969099873;0,739243596832599;0,609577056850824;-1,78670371260697;-2,53186959271307;-0,368367860385638;-0,400490433073733;0,207500790137638;0,171104249652317;-0,501515919375291;-0,710679055272751;-0,103398422953997;0,26255183622776;0,0456392496437762;0,0279906401013234;0,175419349262454;0,28738716855535;0,00538307692517739;0,00846090427503086;0,00227128691505619;0,00154437968962402;0,0132678922433882;0,0266427789814047;0,000563975605431159;0,00415620400034635;0,836609587354482;0,00290899202349684
"único";0,406797581510295;-0,852920800366476;2,18262348299993;-1,47725764155024;-2,49519916437951;2,4979970992405;0,090276720731285;-0,189280606376073;0,484368884162953;-0,327833747337587;-0,553735834159388;0,55435675324925;0,0153014810027636;0,0435574425603078;0,257273384666494;0,0859738775834505;0,200113666191783;0,177473122618096;0,000143288832212854;0,000629902062254558;0,00412489849211426;0,00188959229328822;0,00539095927779046;0,00540305611551991;0,00086587583340549;0,988057076629327;0,000845317158781965
"4";-0,547496292236825;-0,29667945312841;1,75953463879857;0,318084206652428;-1,06839102937038;0,356398406740116;-0,248518426572419;-0,13466814649394;0,798684458934639;0,144384149583617;-0,484961928232316;0,161775654980432;0,06182635877489;0,0117558615520256;0,372964432065102;0,00889145426672131;0,0818391940459195;0,0080585109649304;0,000337412630545496;9,90772424289063e-05;0,00348493444339044;0,000113889368151542;0,00128487073264424;0,000142978415122488;0,00112563858342714;0,66155316561298;0,000492638642490537
"psicológico";0,60597995290086;-0,344739832868203;2,13042487315097;-1,43154185369506;2,36744356417154;-0,888539379497146;0,16512039765319;-0,0939364050206535;0,580508646434523;-0,390073564327934;0,645092664973759;-0,242113579782218;0,0361334081856685;0,00757257467625367;0,260846690657829;0,085916740891859;0,191708450114323;0,0238955902170012;0,000381551687575785;0,000123486590041732;0,00471595131021596;0,0021293397650505;0,00582366164641502;0,000820333080526978;0,00103905100008659;0,957798599919281;0,000953202692535113
"protetiva";0,741800326324703;2,82619206806983;1,23826251865762;1,29703200192296;0,446442501340432;0,65023956848213;0,210866936520963;0,803383932663395;0,351993137036949;0,36869917026085;0,126907415984616;0,184839532883303;0,0628335948609673;0,590594545837212;0,102259529994632;0,0818458252714874;0,00791112972351896;0,0148503484212519;0,00104821975331021;0,0152153394513515;0,00292081300826659;0,00320464319926141;0,000379672694957852;0,000805424965039068;0,00190492683349208;0,889122234176918;0,00150591771069102
"entre";0,320738963075055;-0,138795986820471;1,68177984821715;-1,49329176574466;-1,61175449217177;1,93722168582298;0,0944534490277344;-0,0408736111781148;0,495262270746563;-0,439754984324411;-0,47464071502889;0,57048656640598;0,0150611563067391;0,00182632014792356;0,241854199549758;0,13909819556945;0,13220327864248;0,168999533786489;0,000106890794805917;2,00166171521016e-05;0,00293883466052746;0,00231700091537705;0,00269919737781892;0,00389937954110951;0,00103905100008659;0,78522291925112;0,000640652904581089
"outro";-0,391259313919446;-0,471230760937642;1,55862274598471;-0,66131398967266;2,33730912000875;-0,767126771211676;-0,128345356461558;-0,154578505447783;0,51127726498975;-0,216931780836858;0,766710878172563;-0,251641700017491;0,0284266079743766;0,0267012224801196;0,263474235002764;0,0346009771530962;0,352628607853181;0,0336125861768524;0,000212082570929037;0,000307640045100174;0,00336556219835613;0,000605886144860017;0,00756846677284762;0,000815285802212695;0,00138540133344878;0,697224393731906;0,000673473866433213
"um";0,515792705866821;-1,60573836048097;1,04432528571751;0,907080916249498;-0,634491434002812;-1,41157391912497;0,192855495500557;-0,600387449516914;0,390474444772034;0,339158614638426;-0,237237088666908;-0,527789137985213;0,0511133024200625;0,320775604837969;0,122381453326725;0,0673523713036252;0,0268859043146363;0,117750507775469;0,000575898596037355;0,00558142627569508;0,00236084358470207;0,00178109747299339;0,000871459390040143;0,00431323259406407;0,00216468958351372;0,685454496787543;0,00101707478389095
"ambiente";0,674639075451195;-0,559608600097093;1,8155593269619;1,57069509736911;-1,7615697089303;0,503221779433608;0,214544456677051;-0,177963191621149;0,577372707187891;0,499502531846367;-0,560203269946141;0,160031411142968;0,0211258587281969;0,00941257317359076;0,08936197261942;0,048790182748023;0,0500680442781632;0,0036154489494875;0,000433502182299946;0,00029827514402363;0,00313956293764844;0,00234980638824947;0,00295561574453446;0,000241194367673356;0,000952463416746039;1,39455199380806;0,00185232729221355
"elemento";0,242553768430047;-2,29633074241826;1,05841929062447;0,536803067096908;0,665577380219519;-1,31877155196816;0,0812015037170603;-0,768759481755292;0,354334787367519;0,179709499177582;0,222820220290551;-0,441494823074577;0,0109009059100602;0,632679316107911;0,121233460480521;0,0227485540373745;0,0285320659535948;0,0991191723448135;0,000101882986543626;0,00913176011529171;0,00193999722013335;0,000499017287807857;0,000767154297445455;0,00301179046892458;0,00173175166681098;0,697986680689494;0,000843684139613712
"auto";1,62163722623339;-2,20453385020657;-2,15523847395624;0,118582200591793;0,26885871506069;-1,18034863464776;0,439497144968004;-0,597474156042633;-0,584114092045789;0,0321382228781024;0,0728662587152111;-0,319898832243453;0,263804832353722;0,315701828597947;0,272161361225264;0,000601023742238994;0,00252065347966547;0,0429900478204922;0,00728639998200618;0,0134660164425155;0,0128705249067348;3,89623019750762e-05;0,000200287494783161;0,00386034572500431;0,00277080266689757;0,948599161741065;0,00249328009602452
"como";0,479420268055834;-1,17065908729313;1,00527681505665;-0,439640742005135;-1,1498598434871;-0,85759114389618;0,217429363784277;-0,53092386266987;0,455918768748001;-0,19938833044224;-0,521490873183883;-0,388939536412467;0,0559352329636809;0,215964202548402;0,14364300221401;0,0200412966395527;0,111848987817949;0,0550535379887081;0,000577146939930651;0,00344123632013141;0,00253761042270526;0,000485343794172131;0,00332004088061832;0,00184677587086203;0,00251103991687592;0,60903754926707;0,0009314118413802
"forma";-1,16298510228346;-0,473439549283302;1,4164338207788;1,53081425817284;-0,581515799754171;-1,01404795985549;-0,430652222499575;-0,175314192518656;0,524504029969319;0,566858991763325;-0,215334720187768;-0,375500947325535;0,318880084970706;0,034219714434981;0,276268990283426;0,235397243444032;0,0277135209226823;0,0745706749211899;0,00327915505651845;0,00054342888484857;0,00486414178908035;0,00568144291321388;0,000819854317272883;0,00249304800561417;0,00242445233353537;0,618772290836148;0,000928272243604226
"seu";0,211783036415827;-0,870101943682614;-1,4068568986127;-0,00438528175703166;0,762530545396137;0,604825823947261;0,109679712414388;-0,450614612810309;-0,728593104808782;-0,00227108105591101;0,394904768302703;0,313231520116092;0,014569538675745;0,159247255056233;0,375511964176706;2,66155684010853e-06;0,0656549572722768;0,0365507337071043;0,000151461609319143;0,00255658657057842;0,00668374811618246;6,49404405103153e-08;0,00196351722866249;0,00123532399473771;0,00337691575028141;0,527155418345063;0,000938420691707661
"desenvolvimento";0,0318365062239793;-1,3953779216455;2,952243074487;0,399821136529336;1,1948156370909;-2,13591155710232;0,00776421825235803;-0,340301748312357;0,71998665315432;0,0975075136725096;0,291389052317452;-0,520901489014061;0,000108794255965496;0,135334048975142;0,546411534183682;0,00731078384082952;0,0532655642215713;0,15062382872769;1,31642972796278e-06;0,00252889368458184;0,0113201218774653;0,000207624393301078;0,00185416625678017;0,00592534182149524;0,00129881375010823;0,917049593924245;0,00109227633264779
"primeiro";-1,20744550003382;-1,17402007791609;1,40155446524083;-0,487471790436899;-2,2767125990244;-2,39568954799227;-0,30223013076619;-0,293863567060191;0,350816653251688;-0,122016822261913;-0,569873461370228;-0,599654034359828;0,180777472072361;0,110669640991379;0,142262246828198;0,0125540973783716;0,223416492482115;0,218898254835952;0,00164109622150618;0,00155149371058545;0,00221115368841239;0,000267484085560033;0,00583465783714898;0,00646040950166006;0,00112563858342714;0,853229351896893;0,000819465256749423
"especial";1,66703843080803;0,953858385332112;0,32440908199236;0,994062490511097;-1,13607554049459;0,502407925163472;0,66283201320983;0,379264126238712;0,128988462981218;0,39524970130561;-0,451715583605038;0,199762675133568;0,43287111113983;0,0917705640883098;0,00957445048294359;0,0655800938636797;0,0698829728182516;0,0120935089571808;0,00385005403728933;0,00126050161124722;0,000145801371518401;0,00136899850728704;0,00178809266078113;0,000349694308794964;0,00138540133344878;0,761266493023916;0,000802877026098789
"09";-0,373710116255433;-1,97302503361425;-0,952542307936951;3,0822270693544;2,32079633971579;2,10263442787868;-0,0758935416569542;-0,40068451739869;-0,193443544027618;0,625942724880246;0,471310371392618;0,427005763559489;0,00690645675313121;0,124657667809166;0,0262068369718149;0,200166838657766;0,0925868317058255;0,0672488897731318;0,000193484112552289;0,00539312880182668;0,00125702567967423;0,0131614840516907;0,00746190409619976;0,00612495840304888;0,00138540133344878;1,35106925212986;0,00252889514112147
"medida";0,195547234696322;0,0382867544588161;0,200646313028;1,08896606291427;0,0245072344127372;0,0036860509997066;0,173764867117069;0,034021922177584;0,178295949697191;0,967664122231924;0,0217773283153272;0,00327545497201963;0,042640274740539;0,00105847830502965;0,0262204097657831;0,563407480500631;0,000232806348670846;4,66027242163416e-06;0,000231769890883755;8,88486359765149e-06;0,000244014720341252;0,00718757433825706;3,64034268761448e-06;8,23524147606428e-08;0,00606113083383843;0,284519532282595;0,000490656809898818
"proteção";0,09187555916478;-1,29429366772022;-1,04924949015597;-0,922367038079096;-0,753103162224111;-0,49946123363023;0,0435436596240622;-0,613419754210248;-0,497283097653101;-0,437148211338091;-0,356927000562545;-0,23671551117967;0,0025980678739503;0,3338753630085;0,197910349692673;0,111566891469067;0,0606804814147152;0,0236170724381883;3,87374901469887e-05;0,00768771263398869;0,00505229873646258;0,00390426275050175;0,00260279779777069;0,00114481433601782;0,0045891419170491;0,541558221485843;0,00134592789719648
"paterno";0,765430232863069;-2,21424199480588;0,27309546928424;2,75740466726906;0,524132467940169;-0,195703684724907;0,208481089067217;-0,603095569936915;0,0743833185720096;0,751037394853101;0,142758546814812;-0,0533040316075613;0,0604834454252843;0,327750741937517;0,00449691583562077;0,334428740321143;0,00985818578806102;0,00121617281822367;0,000710223238317721;0,00594338441093315;9,04092038107287e-05;0,00921689557425582;0,000333016522234543;4,64281800163376e-05;0,00121222616676769;0,935099349784517;0,00105998364495142
"observar";2,68039761274906;-2,67014656089563;-0,803296891623769;0,114769093003556;-2,64459299358388;-1,1638297565088;0,555041212760657;-0,552918484317035;-0,166342067614528;0,0237657190355431;-0,547626999604612;-0,240999125065279;0,426137679789313;0,273835601275728;0,0223544575164251;0,000332873078504407;0,144197838721781;0,0247116869873101;0,00622091208107269;0,00617341991225455;0,000558737463063823;1,14052686023543e-05;0,0060558248348021;0,00117282855843392;0,00086587583340549;1,23365765638219;0,00131778614005575
"dar";0,486922387088959;0,860046448585747;2,50836341003601;-1,83120284764855;7,97744030660538;-3,21082932930431;0,0529479507046325;0,0935214690695517;0,272759490435231;-0,199125036511751;0,867467028222961;-0,349145649402916;0,0071892713027552;0,0145237050294002;0,11143119100093;0,0433227064147447;0,67078306172161;0,0961549882879536;0,000307940182329739;0,000960706416648571;0,00817198934558079;0,00435531717365506;0,0826559275852266;0,013390022922228;0,00129881375010823;1,72539172320208;0,00386653813987475
