%%MatrixMarket matrix coordinate integer general
268 452 4428
1 1 1
2 1 1
3 1 1
7 1 1
8 1 1
9 1 1
10 1 1
11 1 1
16 1 1
24 1 1
27 1 1
35 1 1
40 1 1
42 1 1
44 1 1
45 1 1
65 1 1
68 1 1
71 1 1
72 1 1
74 1 1
76 1 1
78 1 1
80 1 1
85 1 1
86 1 1
88 1 1
93 1 1
95 1 1
96 1 1
100 1 1
103 1 1
104 1 1
105 1 1
107 1 1
112 1 1
114 1 1
118 1 1
121 1 1
123 1 1
128 1 1
132 1 1
137 1 1
138 1 1
142 1 1
146 1 1
147 1 1
148 1 1
152 1 1
155 1 1
160 1 1
161 1 1
162 1 1
165 1 1
168 1 1
185 1 1
187 1 1
190 1 1
194 1 1
198 1 1
204 1 1
226 1 1
235 1 1
238 1 1
239 1 1
262 1 1
1 2 1
9 2 1
11 2 1
13 2 1
14 2 1
15 2 1
16 2 1
21 2 1
24 2 1
30 2 1
31 2 1
55 2 1
65 2 1
76 2 1
80 2 1
86 2 1
104 2 1
105 2 1
106 2 1
114 2 1
121 2 1
122 2 1
132 2 1
137 2 1
143 2 1
144 2 1
146 2 1
148 2 1
152 2 1
153 2 1
161 2 1
162 2 1
165 2 1
185 2 1
187 2 1
188 2 1
193 2 1
196 2 1
198 2 1
200 2 1
202 2 1
204 2 1
208 2 1
211 2 1
215 2 1
222 2 1
231 2 1
245 2 1
250 2 1
253 2 1
254 2 1
256 2 1
258 2 1
266 2 1
268 2 1
1 3 1
7 3 1
9 3 1
13 3 1
28 3 1
34 3 1
40 3 1
45 3 1
53 3 1
56 3 1
66 3 1
73 3 1
75 3 1
77 3 1
79 3 1
80 3 1
86 3 1
96 3 1
104 3 1
107 3 1
111 3 1
119 3 1
123 3 1
137 3 1
138 3 1
143 3 1
144 3 1
145 3 1
148 3 1
152 3 1
160 3 1
161 3 1
162 3 1
168 3 1
173 3 1
179 3 1
187 3 1
190 3 1
191 3 1
208 3 1
224 3 1
226 3 1
235 3 1
250 3 1
253 3 1
262 3 1
263 3 1
265 3 1
268 3 1
1 4 1
7 4 1
9 4 1
13 4 1
34 4 1
36 4 1
55 4 1
59 4 1
60 4 1
63 4 1
66 4 1
75 4 1
77 4 1
79 4 1
80 4 1
96 4 1
104 4 1
107 4 1
119 4 1
121 4 1
132 4 1
134 4 1
148 4 1
152 4 1
161 4 1
168 4 1
173 4 1
179 4 1
185 4 1
187 4 1
204 4 1
208 4 1
215 4 1
222 4 1
226 4 1
230 4 1
231 4 1
235 4 1
245 4 1
248 4 1
255 4 1
256 4 1
257 4 1
262 4 1
265 4 1
266 4 1
268 4 1
1 5 1
7 5 1
9 5 1
12 5 1
13 5 1
32 5 1
34 5 1
36 5 1
38 5 1
40 5 1
41 5 1
43 5 1
55 5 1
59 5 1
60 5 1
63 5 1
64 5 1
66 5 1
75 5 1
77 5 1
79 5 1
80 5 1
96 5 1
104 5 1
105 5 1
106 5 1
107 5 1
110 5 1
119 5 1
120 5 1
121 5 1
132 5 1
133 5 1
134 5 1
135 5 1
148 5 1
150 5 1
152 5 1
161 5 1
168 5 1
173 5 1
176 5 1
179 5 1
182 5 1
185 5 1
187 5 1
198 5 1
204 5 1
205 5 1
206 5 1
208 5 1
210 5 1
215 5 1
222 5 1
226 5 1
228 5 1
232 5 1
235 5 1
245 5 1
248 5 1
254 5 1
256 5 1
258 5 1
262 5 1
265 5 1
266 5 1
268 5 1
1 6 1
61 6 1
173 6 1
179 6 1
234 6 1
247 6 1
260 6 1
1 7 1
2 7 1
31 7 1
36 7 1
66 7 1
77 7 1
106 7 1
134 7 1
153 7 1
161 7 1
164 7 1
167 7 1
176 7 1
182 7 1
187 7 1
189 7 1
196 7 1
204 7 1
206 7 1
207 7 1
226 7 1
227 7 1
229 7 1
237 7 1
1 8 1
2 8 1
14 8 1
31 8 1
37 8 1
66 8 1
77 8 1
106 8 1
122 8 1
134 8 1
152 8 1
153 8 1
161 8 1
164 8 1
167 8 1
176 8 1
182 8 1
187 8 1
189 8 1
198 8 1
201 8 1
204 8 1
206 8 1
207 8 1
215 8 1
217 8 1
222 8 1
225 8 1
226 8 1
227 8 1
229 8 1
232 8 1
234 8 1
235 8 1
237 8 1
246 8 1
261 8 1
267 8 1
1 9 1
9 9 1
43 9 1
66 9 1
68 9 1
72 9 1
80 9 1
1 10 1
2 10 1
12 10 1
30 10 1
39 10 1
40 10 1
41 10 1
44 10 1
45 10 1
83 10 1
86 10 1
89 10 1
97 10 1
119 10 1
131 10 1
132 10 1
137 10 1
148 10 1
157 10 1
165 10 1
168 10 1
174 10 1
177 10 1
180 10 1
183 10 1
201 10 1
209 10 1
215 10 1
217 10 1
225 10 1
232 10 1
234 10 1
239 10 1
242 10 1
245 10 1
247 10 1
248 10 1
264 10 1
267 10 1
268 10 1
1 11 1
9 11 1
16 11 1
18 11 1
32 11 1
44 11 1
46 11 1
83 11 1
103 11 1
113 11 1
147 11 1
150 11 1
195 11 1
196 11 1
228 11 1
260 11 1
1 12 1
35 12 1
50 12 1
56 12 1
58 12 1
82 12 1
84 12 1
105 12 1
120 12 1
130 12 1
133 12 1
140 12 1
148 12 1
170 12 1
173 12 1
176 12 1
179 12 1
182 12 1
186 12 1
188 12 1
191 12 1
224 12 1
240 12 1
1 13 1
33 13 1
91 13 1
134 13 1
195 13 1
205 13 1
236 13 1
263 13 1
1 14 1
17 14 1
19 14 1
33 14 1
92 14 1
96 14 1
134 14 1
168 14 1
170 14 1
173 14 1
176 14 1
179 14 1
182 14 1
185 14 1
186 14 1
195 14 1
205 14 1
210 14 1
236 14 1
238 14 1
248 14 1
263 14 1
268 14 1
1 15 1
168 15 1
169 15 1
194 15 1
248 15 1
254 15 1
259 15 1
1 16 1
17 16 1
18 16 1
19 16 1
30 16 1
51 16 1
55 16 1
56 16 1
63 16 1
93 16 1
118 16 1
119 16 1
126 16 1
130 16 1
146 16 1
168 16 1
170 16 1
185 16 1
194 16 1
202 16 1
206 16 1
248 16 1
254 16 1
259 16 1
268 16 1
1 17 1
4 17 1
11 17 1
17 17 1
18 17 1
20 17 1
23 17 1
27 17 1
39 17 1
45 17 1
46 17 1
47 17 1
50 17 1
53 17 1
54 17 1
56 17 1
57 17 1
61 17 1
93 17 1
95 17 1
99 17 1
112 17 1
113 17 1
119 17 1
130 17 1
134 17 1
148 17 1
149 17 1
166 17 1
168 17 1
169 17 1
191 17 1
205 17 1
209 17 1
238 17 1
240 17 1
260 17 1
1 18 1
24 18 1
44 18 1
51 18 1
66 18 1
92 18 1
95 18 1
132 18 1
133 18 1
135 18 1
137 18 1
148 18 1
165 18 1
167 18 1
191 18 1
216 18 1
246 18 1
254 18 1
266 18 1
2 19 1
10 19 1
48 19 1
50 19 1
53 19 1
58 19 1
110 19 1
132 19 1
133 19 1
157 19 1
185 19 1
188 19 1
233 19 1
234 19 1
239 19 1
241 19 1
2 20 1
33 20 1
84 20 1
156 20 1
175 20 1
181 20 1
237 20 1
2 21 1
13 21 1
83 21 1
2 22 1
3 22 1
7 22 1
14 22 1
20 22 1
28 22 1
43 22 1
67 22 1
77 22 1
81 22 1
87 22 1
90 22 1
91 22 1
93 22 1
94 22 1
97 22 1
100 22 1
106 22 1
108 22 1
115 22 1
116 22 1
118 22 1
122 22 1
124 22 1
129 22 1
135 22 1
139 22 1
144 22 1
153 22 1
155 22 1
156 22 1
162 22 1
165 22 1
189 22 1
192 22 1
198 22 1
199 22 1
206 22 1
211 22 1
212 22 1
216 22 1
220 22 1
223 22 1
229 22 1
231 22 1
233 22 1
236 22 1
